game,2012,10,20121111,201211110chi,htx,"Houston Texans",13,chi,"Chicago Bears",6
player,201211110chi,htx,JeanLe01,off_pct,10%,,,,,
player,201211110chi,htx,JeanLe01,defense,0,,,,,
player,201211110chi,htx,JeanLe01,def_pct,0%,,,,,
player,201211110chi,htx,JeanLe01,special_teams,4,,,,,
player,201211110chi,htx,JeanLe01,st_pct,15%,,,,,
player,201211110chi,htx,ForsJu00,pos,RB,,,,,
player,201211110chi,htx,ForsJu00,offense,6,,,,,
player,201211110chi,htx,ForsJu00,off_pct,10%,,,,,
player,201211110chi,htx,ForsJu00,defense,0,,,,,
player,201211110chi,htx,ForsJu00,def_pct,0%,,,,,
player,201211110chi,htx,ForsJu00,special_teams,0,,,,,
player,201211110chi,htx,ForsJu00,st_pct,0%,,,,,
player,201211110chi,htx,PoseDe00,pos,WR,,,,,
player,201211110chi,htx,PoseDe00,offense,5,,,,,
player,201211110chi,htx,PoseDe00,off_pct,8%,,,,,
player,201211110chi,htx,PoseDe00,defense,0,,,,,
player,201211110chi,htx,PoseDe00,def_pct,0%,,,,,
player,201211110chi,htx,PoseDe00,special_teams,5,,,,,
player,201211110chi,htx,PoseDe00,st_pct,19%,,,,,
player,201211110chi,htx,ClutTy00,pos,FB,,,,,
player,201211110chi,htx,ClutTy00,offense,5,,,,,
player,201211110chi,htx,ClutTy00,off_pct,8%,,,,,
player,201211110chi,htx,ClutTy00,defense,0,,,,,
player,201211110chi,htx,ClutTy00,def_pct,0%,,,,,
player,201211110chi,htx,ClutTy00,special_teams,3,,,,,
player,201211110chi,htx,ClutTy00,st_pct,12%,,,,,
player,201211110chi,htx,BarwCo99,pos,LB,,,,,
player,201211110chi,htx,BarwCo99,offense,0,,,,,
player,201211110chi,htx,BarwCo99,off_pct,0%,,,,,
player,201211110chi,htx,BarwCo99,defense,59,,,,,
player,201211110chi,htx,BarwCo99,def_pct,100%,,,,,
player,201211110chi,htx,BarwCo99,special_teams,7,,,,,
player,201211110chi,htx,BarwCo99,st_pct,27%,,,,,
player,201211110chi,htx,QuinGl99,pos,SS,,,,,
player,201211110chi,htx,QuinGl99,offense,0,,,,,
player,201211110chi,htx,QuinGl99,off_pct,0%,,,,,
player,201211110chi,htx,QuinGl99,defense,59,,,,,
player,201211110chi,htx,QuinGl99,def_pct,100%,,,,,
player,201211110chi,htx,QuinGl99,special_teams,7,,,,,
player,201211110chi,htx,QuinGl99,st_pct,27%,,,,,
player,201211110chi,htx,WattJ.00,pos,DE,,,,,
player,201211110chi,htx,WattJ.00,offense,0,,,,,
player,201211110chi,htx,WattJ.00,off_pct,0%,,,,,
player,201211110chi,htx,WattJ.00,defense,59,,,,,
player,201211110chi,htx,WattJ.00,def_pct,100%,,,,,
player,201211110chi,htx,WattJ.00,special_teams,4,,,,,
player,201211110chi,htx,WattJ.00,st_pct,15%,,,,,
player,201211110chi,htx,MannDa21,pos,FS,,,,,
player,201211110chi,htx,MannDa21,offense,0,,,,,
player,201211110chi,htx,MannDa21,off_pct,0%,,,,,
player,201211110chi,htx,MannDa21,defense,59,,,,,
player,201211110chi,htx,MannDa21,def_pct,100%,,,,,
player,201211110chi,htx,MannDa21,special_teams,4,,,,,
player,201211110chi,htx,MannDa21,st_pct,15%,,,,,
player,201211110chi,htx,JoseJo20,pos,CB,,,,,
player,201211110chi,htx,JoseJo20,offense,0,,,,,
player,201211110chi,htx,JoseJo20,off_pct,0%,,,,,
player,201211110chi,htx,JoseJo20,defense,58,,,,,
player,201211110chi,htx,JoseJo20,def_pct,98%,,,,,
player,201211110chi,htx,JoseJo20,special_teams,0,,,,,
player,201211110chi,htx,JoseJo20,st_pct,0%,,,,,
player,201211110chi,htx,ReedBr00,pos,LB,,,,,
player,201211110chi,htx,ReedBr00,offense,0,,,,,
player,201211110chi,htx,ReedBr00,off_pct,0%,,,,,
player,201211110chi,htx,ReedBr00,defense,52,,,,,
player,201211110chi,htx,ReedBr00,def_pct,88%,,,,,
player,201211110chi,htx,ReedBr00,special_teams,4,,,,,
player,201211110chi,htx,ReedBr00,st_pct,15%,,,,,
player,201211110chi,htx,SmitAn22,pos,DE,,,,,
player,201211110chi,htx,SmitAn22,offense,0,,,,,
player,201211110chi,htx,SmitAn22,off_pct,0%,,,,,
player,201211110chi,htx,SmitAn22,defense,52,,,,,
player,201211110chi,htx,SmitAn22,def_pct,88%,,,,,
player,201211110chi,htx,SmitAn22,special_teams,4,,,,,
player,201211110chi,htx,SmitAn22,st_pct,15%,,,,,
player,201211110chi,htx,JackKa99,pos,CB,,,,,
player,201211110chi,htx,JackKa99,offense,0,,,,,
player,201211110chi,htx,JackKa99,off_pct,0%,,,,,
player,201211110chi,htx,JackKa99,defense,50,,,,,
player,201211110chi,htx,JackKa99,def_pct,85%,,,,,
player,201211110chi,htx,JackKa99,special_teams,3,,,,,
player,201211110chi,htx,JackKa99,st_pct,12%,,,,,
player,201211110chi,htx,JameBr20,pos,LB,,,,,
player,201211110chi,htx,JameBr20,offense,0,,,,,
player,201211110chi,htx,JameBr20,off_pct,0%,,,,,
player,201211110chi,htx,JameBr20,defense,48,,,,,
player,201211110chi,htx,JameBr20,def_pct,81%,,,,,
player,201211110chi,htx,JameBr20,special_teams,4,,,,,
player,201211110chi,htx,JameBr20,st_pct,15%,,,,,
player,201211110chi,htx,DobbTi20,pos,LB,,,,,
player,201211110chi,htx,DobbTi20,offense,0,,,,,
player,201211110chi,htx,DobbTi20,off_pct,0%,,,,,
player,201211110chi,htx,DobbTi20,defense,43,,,,,
player,201211110chi,htx,DobbTi20,def_pct,73%,,,,,
player,201211110chi,htx,DobbTi20,special_teams,1,,,,,
player,201211110chi,htx,DobbTi20,st_pct,4%,,,,,
player,201211110chi,htx,MitcEa99,pos,NT,,,,,
player,201211110chi,htx,MitcEa99,offense,0,,,,,
player,201211110chi,htx,MitcEa99,off_pct,0%,,,,,
player,201211110chi,htx,MitcEa99,defense,32,,,,,
player,201211110chi,htx,MitcEa99,def_pct,54%,,,,,
player,201211110chi,htx,MitcEa99,special_teams,4,,,,,
player,201211110chi,htx,MitcEa99,st_pct,15%,,,,,
player,201211110chi,htx,McCaBr99,pos,CB,,,,,
player,201211110chi,htx,McCaBr99,offense,0,,,,,
player,201211110chi,htx,McCaBr99,off_pct,0%,,,,,
player,201211110chi,htx,McCaBr99,defense,21,,,,,
player,201211110chi,htx,McCaBr99,def_pct,36%,,,,,
player,201211110chi,htx,McCaBr99,special_teams,16,,,,,
player,201211110chi,htx,McCaBr99,st_pct,62%,,,,,
player,201211110chi,htx,DempQu99,pos,FS,,,,,
player,201211110chi,htx,DempQu99,offense,0,,,,,
player,201211110chi,htx,DempQu99,off_pct,0%,,,,,
player,201211110chi,htx,DempQu99,defense,21,,,,,
player,201211110chi,htx,DempQu99,def_pct,36%,,,,,
player,201211110chi,htx,DempQu99,special_teams,15,,,,,
player,201211110chi,htx,DempQu99,st_pct,58%,,,,,
player,201211110chi,htx,MercWh00,pos,LB,,,,,
player,201211110chi,htx,MercWh00,offense,0,,,,,
player,201211110chi,htx,MercWh00,off_pct,0%,,,,,
player,201211110chi,htx,MercWh00,defense,16,,,,,
player,201211110chi,htx,MercWh00,def_pct,27%,,,,,
player,201211110chi,htx,MercWh00,special_teams,19,,,,,
player,201211110chi,htx,MercWh00,st_pct,73%,,,,,
player,201211110chi,htx,CricJa00,pos,DE,,,,,
player,201211110chi,htx,CricJa00,offense,0,,,,,
player,201211110chi,htx,CricJa00,off_pct,0%,,,,,
player,201211110chi,htx,CricJa00,defense,13,,,,,
player,201211110chi,htx,CricJa00,def_pct,22%,,,,,
player,201211110chi,htx,CricJa00,special_teams,6,,,,,
player,201211110chi,htx,CricJa00,st_pct,23%,,,,,
player,201211110chi,htx,RuudBa20,pos,LB,,,,,
player,201211110chi,htx,RuudBa20,offense,0,,,,,
player,201211110chi,htx,RuudBa20,off_pct,0%,,,,,
player,201211110chi,htx,RuudBa20,defense,7,,,,,
player,201211110chi,htx,RuudBa20,def_pct,12%,,,,,
player,201211110chi,htx,RuudBa20,special_teams,15,,,,,
player,201211110chi,htx,RuudBa20,st_pct,58%,,,,,
player,201211110chi,htx,NadiJe00,pos,LB,,,,,
player,201211110chi,htx,NadiJe00,offense,0,,,,,
player,201211110chi,htx,NadiJe00,off_pct,0%,,,,,
player,201211110chi,htx,NadiJe00,defense,0,,,,,
player,201211110chi,htx,NadiJe00,def_pct,0%,,,,,
player,201211110chi,htx,NadiJe00,special_teams,22,,,,,
player,201211110chi,htx,NadiJe00,st_pct,85%,,,,,
player,201211110chi,htx,BallAl99,pos,CB,,,,,
player,201211110chi,htx,BallAl99,offense,0,,,,,
player,201211110chi,htx,BallAl99,off_pct,0%,,,,,
player,201211110chi,htx,BallAl99,defense,0,,,,,
player,201211110chi,htx,BallAl99,def_pct,0%,,,,,
player,201211110chi,htx,BallAl99,special_teams,20,,,,,
player,201211110chi,htx,BallAl99,st_pct,77%,,,,,
player,201211110chi,htx,BramBr00,pos,LB,,,,,
player,201211110chi,htx,BramBr00,offense,0,,,,,
player,201211110chi,htx,BramBr00,off_pct,0%,,,,,
player,201211110chi,htx,BramBr00,defense,0,,,,,
player,201211110chi,htx,BramBr00,def_pct,0%,,,,,
player,201211110chi,htx,BramBr00,special_teams,19,,,,,
player,201211110chi,htx,BramBr00,st_pct,73%,,,,,
player,201211110chi,htx,KeoxSh00,pos,FS,,,,,
player,201211110chi,htx,KeoxSh00,offense,0,,,,,
player,201211110chi,htx,KeoxSh00,off_pct,0%,,,,,
player,201211110chi,htx,KeoxSh00,defense,0,,,,,
player,201211110chi,htx,KeoxSh00,def_pct,0%,,,,,
player,201211110chi,htx,KeoxSh00,special_teams,19,,,,,
player,201211110chi,htx,KeoxSh00,st_pct,73%,,,,,
player,201211110chi,htx,WeekJo00,pos,LS,,,,,
player,201211110chi,htx,WeekJo00,offense,0,,,,,
player,201211110chi,htx,WeekJo00,off_pct,0%,,,,,
player,201211110chi,htx,WeekJo00,defense,0,,,,,
player,201211110chi,htx,WeekJo00,def_pct,0%,,,,,
player,201211110chi,htx,WeekJo00,special_teams,11,,,,,
player,201211110chi,htx,WeekJo00,st_pct,42%,,,,,
player,201211110chi,htx,JoneDo21,pos,P,,,,,
player,201211110chi,htx,JoneDo21,offense,0,,,,,
player,201211110chi,htx,JoneDo21,off_pct,0%,,,,,
player,201211110chi,htx,JoneDo21,defense,0,,,,,
player,201211110chi,htx,JoneDo21,def_pct,0%,,,,,
player,201211110chi,htx,JoneDo21,special_teams,11,,,,,
player,201211110chi,htx,JoneDo21,st_pct,42%,,,,,
player,201211110chi,htx,HarrBr00,pos,CB,,,,,
player,201211110chi,htx,HarrBr00,offense,0,,,,,
player,201211110chi,htx,HarrBr00,off_pct,0%,,,,,
player,201211110chi,htx,HarrBr00,defense,0,,,,,
player,201211110chi,htx,HarrBr00,def_pct,0%,,,,,
player,201211110chi,htx,HarrBr00,special_teams,8,,,,,
player,201211110chi,htx,HarrBr00,st_pct,31%,,,,,
player,201211110chi,htx,GrimJo01,pos,RB,,,,,
player,201211110chi,htx,GrimJo01,offense,0,,,,,
player,201211110chi,htx,GrimJo01,off_pct,0%,,,,,
player,201211110chi,htx,GrimJo01,defense,0,,,,,
player,201211110chi,htx,GrimJo01,def_pct,0%,,,,,
player,201211110chi,htx,GrimJo01,special_teams,7,,,,,
player,201211110chi,htx,GrimJo01,st_pct,27%,,,,,
player,201211110chi,htx,grahasha01,pos,K,,,,,
player,201211110chi,htx,grahasha01,offense,0,,,,,
player,201211110chi,htx,grahasha01,off_pct,0%,,,,,
player,201211110chi,htx,grahasha01,defense,0,,,,,
player,201211110chi,htx,grahasha01,def_pct,0%,,,,,
player,201211110chi,htx,grahasha01,special_teams,7,,,,,
player,201211110chi,htx,grahasha01,st_pct,27%,,,,,
player,201211110chi,htx,GardAn20,pos,T,,,,,
player,201211110chi,htx,GardAn20,offense,0,,,,,
player,201211110chi,htx,GardAn20,off_pct,0%,,,,,
player,201211110chi,htx,GardAn20,defense,0,,,,,
player,201211110chi,htx,GardAn20,def_pct,0%,,,,,
player,201211110chi,htx,GardAn20,special_teams,3,,,,,
player,201211110chi,htx,GardAn20,st_pct,12%,,,,,
