game,2012,3,20120923,201209230chi,ram,"St. Louis Rams",6,chi,"Chicago Bears",23
player,201209230chi,ram,TurnRo22,pos,C,,,,,
player,201209230chi,ram,TurnRo22,offense,58,,,,,
player,201209230chi,ram,TurnRo22,off_pct,100%,,,,,
player,201209230chi,ram,TurnRo22,defense,0,,,,,
player,201209230chi,ram,TurnRo22,def_pct,0%,,,,,
player,201209230chi,ram,TurnRo22,special_teams,0,,,,,
player,201209230chi,ram,TurnRo22,st_pct,0%,,,,,
player,201209230chi,ram,AmenDa00,pos,WR,,,,,
player,201209230chi,ram,AmenDa00,offense,53,,,,,
player,201209230chi,ram,AmenDa00,off_pct,91%,,,,,
player,201209230chi,ram,AmenDa00,defense,0,,,,,
player,201209230chi,ram,AmenDa00,def_pct,0%,,,,,
player,201209230chi,ram,AmenDa00,special_teams,6,,,,,
player,201209230chi,ram,AmenDa00,st_pct,21%,,,,,
player,201209230chi,ram,KendLa00,pos,TE,,,,,
player,201209230chi,ram,KendLa00,offense,50,,,,,
player,201209230chi,ram,KendLa00,off_pct,86%,,,,,
player,201209230chi,ram,KendLa00,defense,0,,,,,
player,201209230chi,ram,KendLa00,def_pct,0%,,,,,
player,201209230chi,ram,KendLa00,special_teams,8,,,,,
player,201209230chi,ram,KendLa00,st_pct,29%,,,,,
player,201209230chi,ram,GibsBr00,pos,WR,,,,,
player,201209230chi,ram,GibsBr00,offense,42,,,,,
player,201209230chi,ram,GibsBr00,off_pct,72%,,,,,
player,201209230chi,ram,GibsBr00,defense,0,,,,,
player,201209230chi,ram,GibsBr00,def_pct,0%,,,,,
player,201209230chi,ram,GibsBr00,special_teams,0,,,,,
player,201209230chi,ram,GibsBr00,st_pct,0%,,,,,
player,201209230chi,ram,JackSt00,pos,RB,,,,,
player,201209230chi,ram,JackSt00,offense,37,,,,,
player,201209230chi,ram,JackSt00,off_pct,64%,,,,,
player,201209230chi,ram,JackSt00,defense,0,,,,,
player,201209230chi,ram,JackSt00,def_pct,0%,,,,,
player,201209230chi,ram,JackSt00,special_teams,0,,,,,
player,201209230chi,ram,JackSt00,st_pct,0%,,,,,
player,201209230chi,ram,SmitSt02,pos,WR,,,,,
player,201209230chi,ram,SmitSt02,offense,29,,,,,
player,201209230chi,ram,SmitSt02,off_pct,50%,,,,,
player,201209230chi,ram,SmitSt02,defense,0,,,,,
player,201209230chi,ram,SmitSt02,def_pct,0%,,,,,
player,201209230chi,ram,SmitSt02,special_teams,0,,,,,
player,201209230chi,ram,SmitSt02,st_pct,0%,,,,,
player,201209230chi,ram,RichDa00,pos,RB,,,,,
player,201209230chi,ram,RichDa00,offense,19,,,,,
player,201209230chi,ram,RichDa00,off_pct,33%,,,,,
player,201209230chi,ram,RichDa00,defense,0,,,,,
player,201209230chi,ram,RichDa00,def_pct,0%,,,,,
player,201209230chi,ram,RichDa00,special_teams,0,,,,,
player,201209230chi,ram,RichDa00,st_pct,0%,,,,,
player,201209230chi,ram,MullMa00,pos,TE,,,,,
player,201209230chi,ram,MullMa00,offense,17,,,,,
player,201209230chi,ram,MullMa00,off_pct,29%,,,,,
player,201209230chi,ram,MullMa00,defense,0,,,,,
player,201209230chi,ram,MullMa00,def_pct,0%,,,,,
player,201209230chi,ram,MullMa00,special_teams,13,,,,,
player,201209230chi,ram,MullMa00,st_pct,46%,,,,,
player,201209230chi,ram,GiveCh00,pos,WR,,,,,
player,201209230chi,ram,GiveCh00,offense,12,,,,,
player,201209230chi,ram,GiveCh00,off_pct,21%,,,,,
player,201209230chi,ram,GiveCh00,defense,0,,,,,
player,201209230chi,ram,GiveCh00,def_pct,0%,,,,,
player,201209230chi,ram,GiveCh00,special_teams,4,,,,,
player,201209230chi,ram,GiveCh00,st_pct,14%,,,,,
player,201209230chi,ram,McNeMi00,pos,TE,,,,,
player,201209230chi,ram,McNeMi00,offense,11,,,,,
player,201209230chi,ram,McNeMi00,off_pct,19%,,,,,
player,201209230chi,ram,McNeMi00,defense,0,,,,,
player,201209230chi,ram,McNeMi00,def_pct,0%,,,,,
player,201209230chi,ram,McNeMi00,special_teams,2,,,,,
player,201209230chi,ram,McNeMi00,st_pct,7%,,,,,
player,201209230chi,ram,PettAu00,pos,WR,,,,,
player,201209230chi,ram,PettAu00,offense,11,,,,,
player,201209230chi,ram,PettAu00,off_pct,19%,,,,,
player,201209230chi,ram,PettAu00,defense,0,,,,,
player,201209230chi,ram,PettAu00,def_pct,0%,,,,,
player,201209230chi,ram,PettAu00,special_teams,0,,,,,
player,201209230chi,ram,PettAu00,st_pct,0%,,,,,
player,201209230chi,ram,MillBr01,pos,FB,,,,,
player,201209230chi,ram,MillBr01,offense,5,,,,,
player,201209230chi,ram,MillBr01,off_pct,9%,,,,,
player,201209230chi,ram,MillBr01,defense,0,,,,,
player,201209230chi,ram,MillBr01,def_pct,0%,,,,,
player,201209230chi,ram,MillBr01,special_teams,4,,,,,
player,201209230chi,ram,MillBr01,st_pct,14%,,,,,
player,201209230chi,ram,PeadIs00,pos,RB,,,,,
player,201209230chi,ram,PeadIs00,offense,3,,,,,
player,201209230chi,ram,PeadIs00,off_pct,5%,,,,,
player,201209230chi,ram,PeadIs00,defense,0,,,,,
player,201209230chi,ram,PeadIs00,def_pct,0%,,,,,
player,201209230chi,ram,PeadIs00,special_teams,6,,,,,
player,201209230chi,ram,PeadIs00,st_pct,21%,,,,,
player,201209230chi,ram,NsekTy00,pos,T,,,,,
player,201209230chi,ram,NsekTy00,offense,1,,,,,
player,201209230chi,ram,NsekTy00,off_pct,2%,,,,,
player,201209230chi,ram,NsekTy00,defense,0,,,,,
player,201209230chi,ram,NsekTy00,def_pct,0%,,,,,
player,201209230chi,ram,NsekTy00,special_teams,2,,,,,
player,201209230chi,ram,NsekTy00,st_pct,7%,,,,,
player,201209230chi,ram,MikeQu20,pos,FS,,,,,
player,201209230chi,ram,MikeQu20,offense,0,,,,,
player,201209230chi,ram,MikeQu20,off_pct,0%,,,,,
player,201209230chi,ram,MikeQu20,defense,69,,,,,
player,201209230chi,ram,MikeQu20,def_pct,100%,,,,,
player,201209230chi,ram,MikeQu20,special_teams,9,,,,,
player,201209230chi,ram,MikeQu20,st_pct,32%,,,,,
player,201209230chi,ram,FinnCo20,pos,CB,,,,,
player,201209230chi,ram,FinnCo20,offense,0,,,,,
player,201209230chi,ram,FinnCo20,off_pct,0%,,,,,
player,201209230chi,ram,FinnCo20,defense,69,,,,,
player,201209230chi,ram,FinnCo20,def_pct,100%,,,,,
player,201209230chi,ram,FinnCo20,special_teams,8,,,,,
player,201209230chi,ram,FinnCo20,st_pct,29%,,,,,
player,201209230chi,ram,LaurJa99,pos,LB,,,,,
player,201209230chi,ram,LaurJa99,offense,0,,,,,
player,201209230chi,ram,LaurJa99,off_pct,0%,,,,,
player,201209230chi,ram,LaurJa99,defense,69,,,,,
player,201209230chi,ram,LaurJa99,def_pct,100%,,,,,
player,201209230chi,ram,LaurJa99,special_teams,6,,,,,
player,201209230chi,ram,LaurJa99,st_pct,21%,,,,,
player,201209230chi,ram,DunbJo20,pos,LB,,,,,
player,201209230chi,ram,DunbJo20,offense,0,,,,,
player,201209230chi,ram,DunbJo20,off_pct,0%,,,,,
player,201209230chi,ram,DunbJo20,defense,66,,,,,
player,201209230chi,ram,DunbJo20,def_pct,96%,,,,,
player,201209230chi,ram,DunbJo20,special_teams,12,,,,,
player,201209230chi,ram,DunbJo20,st_pct,43%,,,,,
player,201209230chi,ram,JenkJa03,pos,CB,,,,,
player,201209230chi,ram,JenkJa03,offense,0,,,,,
player,201209230chi,ram,JenkJa03,off_pct,0%,,,,,
player,201209230chi,ram,JenkJa03,defense,65,,,,,
player,201209230chi,ram,JenkJa03,def_pct,94%,,,,,
player,201209230chi,ram,JenkJa03,special_teams,11,,,,,
player,201209230chi,ram,JenkJa03,st_pct,39%,,,,,
player,201209230chi,ram,DahlCr99,pos,SS,,,,,
player,201209230chi,ram,DahlCr99,offense,0,,,,,
player,201209230chi,ram,DahlCr99,off_pct,0%,,,,,
player,201209230chi,ram,DahlCr99,defense,61,,,,,
player,201209230chi,ram,DahlCr99,def_pct,88%,,,,,
player,201209230chi,ram,DahlCr99,special_teams,16,,,,,
player,201209230chi,ram,DahlCr99,st_pct,57%,,,,,
player,201209230chi,ram,LangKe98,pos,DT,,,,,
player,201209230chi,ram,LangKe98,offense,0,,,,,
player,201209230chi,ram,LangKe98,off_pct,0%,,,,,
player,201209230chi,ram,LangKe98,defense,56,,,,,
player,201209230chi,ram,LangKe98,def_pct,81%,,,,,
player,201209230chi,ram,LangKe98,special_teams,4,,,,,
player,201209230chi,ram,LangKe98,st_pct,14%,,,,,
player,201209230chi,ram,LongCh99,pos,DE,,,,,
player,201209230chi,ram,LongCh99,offense,0,,,,,
player,201209230chi,ram,LongCh99,off_pct,0%,,,,,
player,201209230chi,ram,LongCh99,defense,52,,,,,
player,201209230chi,ram,LongCh99,def_pct,75%,,,,,
player,201209230chi,ram,LongCh99,special_teams,6,,,,,
player,201209230chi,ram,LongCh99,st_pct,21%,,,,,
player,201209230chi,ram,QuinRo00,pos,DE,,,,,
player,201209230chi,ram,QuinRo00,offense,0,,,,,
player,201209230chi,ram,QuinRo00,off_pct,0%,,,,,
player,201209230chi,ram,QuinRo00,defense,51,,,,,
player,201209230chi,ram,QuinRo00,def_pct,74%,,,,,
player,201209230chi,ram,QuinRo00,special_teams,9,,,,,
player,201209230chi,ram,QuinRo00,st_pct,32%,,,,,
player,201209230chi,ram,SimsEu99,pos,DE,,,,,
player,201209230chi,ram,SimsEu99,offense,0,,,,,
player,201209230chi,ram,SimsEu99,off_pct,0%,,,,,
player,201209230chi,ram,SimsEu99,defense,44,,,,,
player,201209230chi,ram,SimsEu99,def_pct,64%,,,,,
player,201209230chi,ram,SimsEu99,special_teams,8,,,,,
player,201209230chi,ram,SimsEu99,st_pct,29%,,,,,
player,201209230chi,ram,McInRo20,pos,LB,,,,,
player,201209230chi,ram,McInRo20,offense,0,,,,,
player,201209230chi,ram,McInRo20,off_pct,0%,,,,,
player,201209230chi,ram,McInRo20,defense,39,,,,,
player,201209230chi,ram,McInRo20,def_pct,57%,,,,,
player,201209230chi,ram,McInRo20,special_teams,15,,,,,
player,201209230chi,ram,McInRo20,st_pct,54%,,,,,
player,201209230chi,ram,CudjJe00,pos,DT,,,,,
player,201209230chi,ram,CudjJe00,offense,0,,,,,
player,201209230chi,ram,CudjJe00,off_pct,0%,,,,,
player,201209230chi,ram,CudjJe00,defense,32,,,,,
player,201209230chi,ram,CudjJe00,def_pct,46%,,,,,
player,201209230chi,ram,CudjJe00,special_teams,6,,,,,
player,201209230chi,ram,CudjJe00,st_pct,21%,,,,,
player,201209230chi,ram,FletBr99,pos,CB,,,,,
player,201209230chi,ram,FletBr99,offense,0,,,,,
player,201209230chi,ram,FletBr99,off_pct,0%,,,,,
player,201209230chi,ram,FletBr99,defense,27,,,,,
player,201209230chi,ram,FletBr99,def_pct,39%,,,,,
player,201209230chi,ram,FletBr99,special_teams,14,,,,,
player,201209230chi,ram,FletBr99,st_pct,50%,,,,,
player,201209230chi,ram,HearKe00,pos,DT,,,,,
player,201209230chi,ram,HearKe00,offense,0,,,,,
player,201209230chi,ram,HearKe00,off_pct,0%,,,,,
player,201209230chi,ram,HearKe00,defense,23,,,,,
player,201209230chi,ram,HearKe00,def_pct,33%,,,,,
player,201209230chi,ram,HearKe00,special_teams,2,,,,,
player,201209230chi,ram,HearKe00,st_pct,7%,,,,,
player,201209230chi,ram,HayeWi99,pos,DE,,,,,
player,201209230chi,ram,HayeWi99,offense,0,,,,,
player,201209230chi,ram,HayeWi99,off_pct,0%,,,,,
player,201209230chi,ram,HayeWi99,defense,20,,,,,
player,201209230chi,ram,HayeWi99,def_pct,29%,,,,,
player,201209230chi,ram,HayeWi99,special_teams,1,,,,,
player,201209230chi,ram,HayeWi99,st_pct,4%,,,,,
player,201209230chi,ram,StewDa00,pos,SS,,,,,
player,201209230chi,ram,StewDa00,offense,0,,,,,
player,201209230chi,ram,StewDa00,off_pct,0%,,,,,
player,201209230chi,ram,StewDa00,defense,8,,,,,
player,201209230chi,ram,StewDa00,def_pct,12%,,,,,
player,201209230chi,ram,StewDa00,special_teams,5,,,,,
player,201209230chi,ram,StewDa00,st_pct,18%,,,,,
player,201209230chi,ram,HaggMa20,pos,LB,,,,,
player,201209230chi,ram,HaggMa20,offense,0,,,,,
player,201209230chi,ram,HaggMa20,off_pct,0%,,,,,
player,201209230chi,ram,HaggMa20,defense,5,,,,,
player,201209230chi,ram,HaggMa20,def_pct,7%,,,,,
player,201209230chi,ram,HaggMa20,special_teams,20,,,,,
player,201209230chi,ram,HaggMa20,st_pct,71%,,,,,
player,201209230chi,ram,ColeJu00,pos,LB,,,,,
player,201209230chi,ram,ColeJu00,offense,0,,,,,
player,201209230chi,ram,ColeJu00,off_pct,0%,,,,,
player,201209230chi,ram,ColeJu00,defense,1,,,,,
player,201209230chi,ram,ColeJu00,def_pct,1%,,,,,
player,201209230chi,ram,ColeJu00,special_teams,20,,,,,
player,201209230chi,ram,ColeJu00,st_pct,71%,,,,,
player,201209230chi,ram,HullJo99,pos,LB,,,,,
player,201209230chi,ram,HullJo99,offense,0,,,,,
player,201209230chi,ram,HullJo99,off_pct,0%,,,,,
player,201209230chi,ram,HullJo99,defense,1,,,,,
player,201209230chi,ram,HullJo99,def_pct,1%,,,,,
player,201209230chi,ram,HullJo99,special_teams,20,,,,,
player,201209230chi,ram,HullJo99,st_pct,71%,,,,,
player,201209230chi,ram,McLeRo00,pos,FS,,,,,
player,201209230chi,ram,McLeRo00,offense,0,,,,,
player,201209230chi,ram,McLeRo00,off_pct,0%,,,,,
player,201209230chi,ram,McLeRo00,defense,0,,,,,
player,201209230chi,ram,McLeRo00,def_pct,0%,,,,,
player,201209230chi,ram,McLeRo00,special_teams,20,,,,,
player,201209230chi,ram,McLeRo00,st_pct,71%,,,,,
player,201209230chi,ram,JohnTr05,pos,CB,,,,,
player,201209230chi,ram,JohnTr05,offense,0,,,,,
player,201209230chi,ram,JohnTr05,off_pct,0%,,,,,
player,201209230chi,ram,JohnTr05,defense,0,,,,,
player,201209230chi,ram,JohnTr05,def_pct,0%,,,,,
player,201209230chi,ram,JohnTr05,special_teams,14,,,,,
player,201209230chi,ram,JohnTr05,st_pct,50%,,,,,
player,201209230chi,ram,BarnTi01,pos,C,,,,,
player,201209230chi,ram,BarnTi01,offense,0,,,,,
player,201209230chi,ram,BarnTi01,off_pct,0%,,,,,
player,201209230chi,ram,BarnTi01,defense,0,,,,,
player,201209230chi,ram,BarnTi01,def_pct,0%,,,,,
player,201209230chi,ram,BarnTi01,special_teams,8,,,,,
player,201209230chi,ram,BarnTi01,st_pct,29%,,,,,
player,201209230chi,ram,McQuJa00,pos,LS,,,,,
player,201209230chi,ram,McQuJa00,offense,0,,,,,
player,201209230chi,ram,McQuJa00,off_pct,0%,,,,,
player,201209230chi,ram,McQuJa00,defense,0,,,,,
player,201209230chi,ram,McQuJa00,def_pct,0%,,,,,
player,201209230chi,ram,McQuJa00,special_teams,8,,,,,
player,201209230chi,ram,McQuJa00,st_pct,29%,,,,,
player,201209230chi,ram,HekkJo00,pos,P,,,,,
player,201209230chi,ram,HekkJo00,offense,0,,,,,
player,201209230chi,ram,HekkJo00,off_pct,0%,,,,,
player,201209230chi,ram,HekkJo00,defense,0,,,,,
player,201209230chi,ram,HekkJo00,def_pct,0%,,,,,
player,201209230chi,ram,HekkJo00,special_teams,8,,,,,
player,201209230chi,ram,HekkJo00,st_pct,29%,,,,,
player,201209230chi,ram,ZuerGr00,pos,K,,,,,
player,201209230chi,ram,ZuerGr00,offense,0,,,,,
player,201209230chi,ram,ZuerGr00,off_pct,0%,,,,,
player,201209230chi,ram,ZuerGr00,defense,0,,,,,
player,201209230chi,ram,ZuerGr00,def_pct,0%,,,,,
player,201209230chi,ram,ZuerGr00,special_teams,5,,,,,
player,201209230chi,ram,ZuerGr00,st_pct,18%,,,,,
