game,2016,5,20161009,201610090min,htx,"Houston Texans",13,min,"Minnesota Vikings",31
player,201610090min,htx,StroJa01,defense,0,,,,,
player,201610090min,htx,StroJa01,def_pct,0%,,,,,
player,201610090min,htx,StroJa01,special_teams,0,,,,,
player,201610090min,htx,StroJa01,st_pct,0%,,,,,
player,201610090min,htx,ClarCh21,pos,T,,,,,
player,201610090min,htx,ClarCh21,offense,42,,,,,
player,201610090min,htx,ClarCh21,off_pct,66%,,,,,
player,201610090min,htx,ClarCh21,defense,0,,,,,
player,201610090min,htx,ClarCh21,def_pct,0%,,,,,
player,201610090min,htx,ClarCh21,special_teams,2,,,,,
player,201610090min,htx,ClarCh21,st_pct,7%,,,,,
player,201610090min,htx,FiedC.00,pos,TE,,,,,
player,201610090min,htx,FiedC.00,offense,42,,,,,
player,201610090min,htx,FiedC.00,off_pct,66%,,,,,
player,201610090min,htx,FiedC.00,defense,0,,,,,
player,201610090min,htx,FiedC.00,def_pct,0%,,,,,
player,201610090min,htx,FiedC.00,special_teams,0,,,,,
player,201610090min,htx,FiedC.00,st_pct,0%,,,,,
player,201610090min,htx,MillLa01,pos,RB,,,,,
player,201610090min,htx,MillLa01,offense,42,,,,,
player,201610090min,htx,MillLa01,off_pct,66%,,,,,
player,201610090min,htx,MillLa01,defense,0,,,,,
player,201610090min,htx,MillLa01,def_pct,0%,,,,,
player,201610090min,htx,MillLa01,special_teams,0,,,,,
player,201610090min,htx,MillLa01,st_pct,0%,,,,,
player,201610090min,htx,BrowDu20,pos,T,,,,,
player,201610090min,htx,BrowDu20,offense,39,,,,,
player,201610090min,htx,BrowDu20,off_pct,61%,,,,,
player,201610090min,htx,BrowDu20,defense,0,,,,,
player,201610090min,htx,BrowDu20,def_pct,0%,,,,,
player,201610090min,htx,BrowDu20,special_teams,2,,,,,
player,201610090min,htx,BrowDu20,st_pct,7%,,,,,
player,201610090min,htx,AlleJe01,pos,G,,,,,
player,201610090min,htx,AlleJe01,offense,35,,,,,
player,201610090min,htx,AlleJe01,off_pct,55%,,,,,
player,201610090min,htx,AlleJe01,defense,0,,,,,
player,201610090min,htx,AlleJe01,def_pct,0%,,,,,
player,201610090min,htx,AlleJe01,special_teams,3,,,,,
player,201610090min,htx,AlleJe01,st_pct,10%,,,,,
player,201610090min,htx,BlueAl00,pos,RB,,,,,
player,201610090min,htx,BlueAl00,offense,21,,,,,
player,201610090min,htx,BlueAl00,off_pct,33%,,,,,
player,201610090min,htx,BlueAl00,defense,0,,,,,
player,201610090min,htx,BlueAl00,def_pct,0%,,,,,
player,201610090min,htx,BlueAl00,special_teams,15,,,,,
player,201610090min,htx,BlueAl00,st_pct,52%,,,,,
player,201610090min,htx,GrifRy00,pos,TE,,,,,
player,201610090min,htx,GrifRy00,offense,20,,,,,
player,201610090min,htx,GrifRy00,off_pct,31%,,,,,
player,201610090min,htx,GrifRy00,defense,0,,,,,
player,201610090min,htx,GrifRy00,def_pct,0%,,,,,
player,201610090min,htx,GrifRy00,special_teams,3,,,,,
player,201610090min,htx,GrifRy00,st_pct,10%,,,,,
player,201610090min,htx,LammKe00,pos,T,,,,,
player,201610090min,htx,LammKe00,offense,17,,,,,
player,201610090min,htx,LammKe00,off_pct,27%,,,,,
player,201610090min,htx,LammKe00,defense,0,,,,,
player,201610090min,htx,LammKe00,def_pct,0%,,,,,
player,201610090min,htx,LammKe00,special_teams,4,,,,,
player,201610090min,htx,LammKe00,st_pct,14%,,,,,
player,201610090min,htx,MillBr03,pos,WR,,,,,
player,201610090min,htx,MillBr03,offense,14,,,,,
player,201610090min,htx,MillBr03,off_pct,22%,,,,,
player,201610090min,htx,MillBr03,defense,0,,,,,
player,201610090min,htx,MillBr03,def_pct,0%,,,,,
player,201610090min,htx,MillBr03,special_teams,6,,,,,
player,201610090min,htx,MillBr03,st_pct,21%,,,,,
player,201610090min,htx,ProsJa00,pos,FB,,,,,
player,201610090min,htx,ProsJa00,offense,2,,,,,
player,201610090min,htx,ProsJa00,off_pct,3%,,,,,
player,201610090min,htx,ProsJa00,defense,0,,,,,
player,201610090min,htx,ProsJa00,def_pct,0%,,,,,
player,201610090min,htx,ProsJa00,special_teams,20,,,,,
player,201610090min,htx,ProsJa00,st_pct,69%,,,,,
player,201610090min,htx,JohnKe04,pos,CB,,,,,
player,201610090min,htx,JohnKe04,offense,0,,,,,
player,201610090min,htx,JohnKe04,off_pct,0%,,,,,
player,201610090min,htx,JohnKe04,defense,61,,,,,
player,201610090min,htx,JohnKe04,def_pct,82%,,,,,
player,201610090min,htx,JohnKe04,special_teams,12,,,,,
player,201610090min,htx,JohnKe04,st_pct,41%,,,,,
player,201610090min,htx,CushBr99,pos,LB,,,,,
player,201610090min,htx,CushBr99,offense,0,,,,,
player,201610090min,htx,CushBr99,off_pct,0%,,,,,
player,201610090min,htx,CushBr99,defense,61,,,,,
player,201610090min,htx,CushBr99,def_pct,82%,,,,,
player,201610090min,htx,CushBr99,special_teams,0,,,,,
player,201610090min,htx,CushBr99,st_pct,0%,,,,,
player,201610090min,htx,CoviCh00,pos,DE,,,,,
player,201610090min,htx,CoviCh00,offense,0,,,,,
player,201610090min,htx,CoviCh00,off_pct,0%,,,,,
player,201610090min,htx,CoviCh00,defense,60,,,,,
player,201610090min,htx,CoviCh00,def_pct,81%,,,,,
player,201610090min,htx,CoviCh00,special_teams,6,,,,,
player,201610090min,htx,CoviCh00,st_pct,21%,,,,,
player,201610090min,htx,McKiBe00,pos,LB,,,,,
player,201610090min,htx,McKiBe00,offense,0,,,,,
player,201610090min,htx,McKiBe00,off_pct,0%,,,,,
player,201610090min,htx,McKiBe00,defense,59,,,,,
player,201610090min,htx,McKiBe00,def_pct,80%,,,,,
player,201610090min,htx,McKiBe00,special_teams,6,,,,,
player,201610090min,htx,McKiBe00,st_pct,21%,,,,,
player,201610090min,htx,MercWh00,pos,LB,,,,,
player,201610090min,htx,MercWh00,offense,0,,,,,
player,201610090min,htx,MercWh00,off_pct,0%,,,,,
player,201610090min,htx,MercWh00,defense,57,,,,,
player,201610090min,htx,MercWh00,def_pct,77%,,,,,
player,201610090min,htx,MercWh00,special_teams,9,,,,,
player,201610090min,htx,MercWh00,st_pct,31%,,,,,
player,201610090min,htx,BouyA.00,pos,CB,,,,,
player,201610090min,htx,BouyA.00,offense,0,,,,,
player,201610090min,htx,BouyA.00,off_pct,0%,,,,,
player,201610090min,htx,BouyA.00,defense,57,,,,,
player,201610090min,htx,BouyA.00,def_pct,77%,,,,,
player,201610090min,htx,BouyA.00,special_teams,9,,,,,
player,201610090min,htx,BouyA.00,st_pct,31%,,,,,
player,201610090min,htx,MoorCo00,pos,FS,,,,,
player,201610090min,htx,MoorCo00,offense,0,,,,,
player,201610090min,htx,MoorCo00,off_pct,0%,,,,,
player,201610090min,htx,MoorCo00,defense,54,,,,,
player,201610090min,htx,MoorCo00,def_pct,73%,,,,,
player,201610090min,htx,MoorCo00,special_teams,25,,,,,
player,201610090min,htx,MoorCo00,st_pct,86%,,,,,
player,201610090min,htx,HalxAn00,pos,FS,,,,,
player,201610090min,htx,HalxAn00,offense,0,,,,,
player,201610090min,htx,HalxAn00,off_pct,0%,,,,,
player,201610090min,htx,HalxAn00,defense,52,,,,,
player,201610090min,htx,HalxAn00,def_pct,70%,,,,,
player,201610090min,htx,HalxAn00,special_teams,10,,,,,
player,201610090min,htx,HalxAn00,st_pct,34%,,,,,
player,201610090min,htx,ClowJa00,pos,LB,,,,,
player,201610090min,htx,ClowJa00,offense,0,,,,,
player,201610090min,htx,ClowJa00,off_pct,0%,,,,,
player,201610090min,htx,ClowJa00,defense,52,,,,,
player,201610090min,htx,ClowJa00,def_pct,70%,,,,,
player,201610090min,htx,ClowJa00,special_teams,8,,,,,
player,201610090min,htx,ClowJa00,st_pct,28%,,,,,
player,201610090min,htx,WilfVi20,pos,NT,,,,,
player,201610090min,htx,WilfVi20,offense,0,,,,,
player,201610090min,htx,WilfVi20,off_pct,0%,,,,,
player,201610090min,htx,WilfVi20,defense,51,,,,,
player,201610090min,htx,WilfVi20,def_pct,69%,,,,,
player,201610090min,htx,WilfVi20,special_teams,5,,,,,
player,201610090min,htx,WilfVi20,st_pct,17%,,,,,
player,201610090min,htx,SimoJo01,pos,LB,,,,,
player,201610090min,htx,SimoJo01,offense,0,,,,,
player,201610090min,htx,SimoJo01,off_pct,0%,,,,,
player,201610090min,htx,SimoJo01,defense,46,,,,,
player,201610090min,htx,SimoJo01,def_pct,62%,,,,,
player,201610090min,htx,SimoJo01,special_teams,9,,,,,
player,201610090min,htx,SimoJo01,st_pct,31%,,,,,
player,201610090min,htx,JameCh00,pos,CB,,,,,
player,201610090min,htx,JameCh00,offense,0,,,,,
player,201610090min,htx,JameCh00,off_pct,0%,,,,,
player,201610090min,htx,JameCh00,defense,38,,,,,
player,201610090min,htx,JameCh00,def_pct,51%,,,,,
player,201610090min,htx,JameCh00,special_teams,11,,,,,
player,201610090min,htx,JameCh00,st_pct,38%,,,,,
player,201610090min,htx,ReadD.00,pos,NT,,,,,
player,201610090min,htx,ReadD.00,offense,0,,,,,
player,201610090min,htx,ReadD.00,off_pct,0%,,,,,
player,201610090min,htx,ReadD.00,defense,33,,,,,
player,201610090min,htx,ReadD.00,def_pct,45%,,,,,
player,201610090min,htx,ReadD.00,special_teams,4,,,,,
player,201610090min,htx,ReadD.00,st_pct,14%,,,,,
player,201610090min,htx,JoseJo20,pos,CB,,,,,
player,201610090min,htx,JoseJo20,offense,0,,,,,
player,201610090min,htx,JoseJo20,off_pct,0%,,,,,
player,201610090min,htx,JoseJo20,defense,23,,,,,
player,201610090min,htx,JoseJo20,def_pct,31%,,,,,
player,201610090min,htx,JoseJo20,special_teams,0,,,,,
player,201610090min,htx,JoseJo20,st_pct,0%,,,,,
player,201610090min,htx,DempQu99,pos,SS,,,,,
player,201610090min,htx,DempQu99,offense,0,,,,,
player,201610090min,htx,DempQu99,off_pct,0%,,,,,
player,201610090min,htx,DempQu99,defense,22,,,,,
player,201610090min,htx,DempQu99,def_pct,30%,,,,,
player,201610090min,htx,DempQu99,special_teams,0,,,,,
player,201610090min,htx,DempQu99,st_pct,0%,,,,,
player,201610090min,htx,ScarBr00,pos,LB,,,,,
player,201610090min,htx,ScarBr00,offense,0,,,,,
player,201610090min,htx,ScarBr00,off_pct,0%,,,,,
player,201610090min,htx,ScarBr00,defense,20,,,,,
player,201610090min,htx,ScarBr00,def_pct,27%,,,,,
player,201610090min,htx,ScarBr00,special_teams,16,,,,,
player,201610090min,htx,ScarBr00,st_pct,55%,,,,,
player,201610090min,htx,HeatJo00,pos,DE,,,,,
player,201610090min,htx,HeatJo00,offense,0,,,,,
player,201610090min,htx,HeatJo00,off_pct,0%,,,,,
player,201610090min,htx,HeatJo00,defense,17,,,,,
player,201610090min,htx,HeatJo00,def_pct,23%,,,,,
player,201610090min,htx,HeatJo00,special_teams,1,,,,,
player,201610090min,htx,HeatJo00,st_pct,3%,,,,,
player,201610090min,htx,DillK.00,pos,SS,,,,,
player,201610090min,htx,DillK.00,offense,0,,,,,
player,201610090min,htx,DillK.00,off_pct,0%,,,,,
player,201610090min,htx,DillK.00,defense,16,,,,,
player,201610090min,htx,DillK.00,def_pct,22%,,,,,
player,201610090min,htx,DillK.00,special_teams,12,,,,,
player,201610090min,htx,DillK.00,st_pct,41%,,,,,
player,201610090min,htx,BullMa00,pos,LB,,,,,
player,201610090min,htx,BullMa00,offense,0,,,,,
player,201610090min,htx,BullMa00,off_pct,0%,,,,,
player,201610090min,htx,BullMa00,defense,10,,,,,
player,201610090min,htx,BullMa00,def_pct,14%,,,,,
player,201610090min,htx,BullMa00,special_teams,25,,,,,
player,201610090min,htx,BullMa00,st_pct,86%,,,,,
player,201610090min,htx,PleaEd00,pos,SS,,,,,
player,201610090min,htx,PleaEd00,offense,0,,,,,
player,201610090min,htx,PleaEd00,off_pct,0%,,,,,
player,201610090min,htx,PleaEd00,defense,10,,,,,
player,201610090min,htx,PleaEd00,def_pct,14%,,,,,
player,201610090min,htx,PleaEd00,special_teams,13,,,,,
player,201610090min,htx,PleaEd00,st_pct,45%,,,,,
player,201610090min,htx,SmitAn22,pos,DE,,,,,
player,201610090min,htx,SmitAn22,offense,0,,,,,
player,201610090min,htx,SmitAn22,off_pct,0%,,,,,
player,201610090min,htx,SmitAn22,defense,9,,,,,
player,201610090min,htx,SmitAn22,def_pct,12%,,,,,
player,201610090min,htx,SmitAn22,special_teams,0,,,,,
player,201610090min,htx,SmitAn22,st_pct,0%,,,,,
player,201610090min,htx,DentAk00,pos,LB,,,,,
player,201610090min,htx,DentAk00,offense,0,,,,,
player,201610090min,htx,DentAk00,off_pct,0%,,,,,
player,201610090min,htx,DentAk00,defense,7,,,,,
player,201610090min,htx,DentAk00,def_pct,9%,,,,,
player,201610090min,htx,DentAk00,special_teams,19,,,,,
player,201610090min,htx,DentAk00,st_pct,66%,,,,,
player,201610090min,htx,ErviTy00,pos,RB,,,,,
player,201610090min,htx,ErviTy00,offense,0,,,,,
player,201610090min,htx,ErviTy00,off_pct,0%,,,,,
player,201610090min,htx,ErviTy00,defense,0,,,,,
player,201610090min,htx,ErviTy00,def_pct,0%,,,,,
player,201610090min,htx,ErviTy00,special_teams,18,,,,,
player,201610090min,htx,ErviTy00,st_pct,62%,,,,,
player,201610090min,htx,PeteBr00,pos,LB,,,,,
player,201610090min,htx,PeteBr00,offense,0,,,,,
player,201610090min,htx,PeteBr00,off_pct,0%,,,,,
player,201610090min,htx,PeteBr00,defense,0,,,,,
player,201610090min,htx,PeteBr00,def_pct,0%,,,,,
player,201610090min,htx,PeteBr00,special_teams,10,,,,,
player,201610090min,htx,PeteBr00,st_pct,34%,,,,,
player,201610090min,htx,LechSh20,pos,P,,,,,
player,201610090min,htx,LechSh20,offense,0,,,,,
player,201610090min,htx,LechSh20,off_pct,0%,,,,,
player,201610090min,htx,LechSh20,defense,0,,,,,
player,201610090min,htx,LechSh20,def_pct,0%,,,,,
player,201610090min,htx,LechSh20,special_teams,9,,,,,
player,201610090min,htx,LechSh20,st_pct,31%,,,,,
player,201610090min,htx,WeekJo00,pos,LS,,,,,
player,201610090min,htx,WeekJo00,offense,0,,,,,
player,201610090min,htx,WeekJo00,off_pct,0%,,,,,
player,201610090min,htx,WeekJo00,defense,0,,,,,
player,201610090min,htx,WeekJo00,def_pct,0%,,,,,
player,201610090min,htx,WeekJo00,special_teams,9,,,,,
player,201610090min,htx,WeekJo00,st_pct,31%,,,,,
player,201610090min,htx,novaknic01,pos,K,,,,,
player,201610090min,htx,novaknic01,offense,0,,,,,
player,201610090min,htx,novaknic01,off_pct,0%,,,,,
player,201610090min,htx,novaknic01,defense,0,,,,,
player,201610090min,htx,novaknic01,def_pct,0%,,,,,
player,201610090min,htx,novaknic01,special_teams,6,,,,,
player,201610090min,htx,novaknic01,st_pct,21%,,,,,
player,201610090min,htx,BergTo00,pos,C,,,,,
player,201610090min,htx,BergTo00,offense,0,,,,,
player,201610090min,htx,BergTo00,off_pct,0%,,,,,
player,201610090min,htx,BergTo00,defense,0,,,,,
player,201610090min,htx,BergTo00,def_pct,0%,,,,,
player,201610090min,htx,BergTo00,special_teams,4,,,,,
player,201610090min,htx,BergTo00,st_pct,14%,,,,,
