game,2016,10,20161113,201611130oti,gnb,"Green Bay Packers",25,oti,"Tennessee Titans",47
player,201611130oti,oti,SuccRy44,def_pct,0%,,,,,
player,201611130oti,oti,SuccRy44,special_teams,16,,,,,
player,201611130oti,oti,SuccRy44,st_pct,46%,,,,,
player,201611130oti,oti,BrinBe00,pos,LS,,,,,
player,201611130oti,oti,BrinBe00,offense,0,,,,,
player,201611130oti,oti,BrinBe00,off_pct,0%,,,,,
player,201611130oti,oti,BrinBe00,defense,0,,,,,
player,201611130oti,oti,BrinBe00,def_pct,0%,,,,,
player,201611130oti,oti,BrinBe00,special_teams,12,,,,,
player,201611130oti,oti,BrinBe00,st_pct,34%,,,,,
player,201611130oti,oti,MariMa00,pos,WR,,,,,
player,201611130oti,oti,MariMa00,offense,0,,,,,
player,201611130oti,oti,MariMa00,off_pct,0%,,,,,
player,201611130oti,oti,MariMa00,defense,0,,,,,
player,201611130oti,oti,MariMa00,def_pct,0%,,,,,
player,201611130oti,oti,MariMa00,special_teams,12,,,,,
player,201611130oti,oti,MariMa00,st_pct,34%,,,,,
player,201611130oti,oti,KernBr20,pos,P,,,,,
player,201611130oti,oti,KernBr20,offense,0,,,,,
player,201611130oti,oti,KernBr20,off_pct,0%,,,,,
player,201611130oti,oti,KernBr20,defense,0,,,,,
player,201611130oti,oti,KernBr20,def_pct,0%,,,,,
player,201611130oti,oti,KernBr20,special_teams,12,,,,,
player,201611130oti,oti,KernBr20,st_pct,34%,,,,,
player,201611130oti,gnb,BulaBr20,pos,T,,,,,
player,201611130oti,gnb,BulaBr20,offense,78,,,,,
player,201611130oti,gnb,BulaBr20,off_pct,100%,,,,,
player,201611130oti,gnb,BulaBr20,defense,0,,,,,
player,201611130oti,gnb,BulaBr20,def_pct,0%,,,,,
player,201611130oti,gnb,BulaBr20,special_teams,4,,,,,
player,201611130oti,gnb,BulaBr20,st_pct,11%,,,,,
player,201611130oti,gnb,TaylLa01,pos,G,,,,,
player,201611130oti,gnb,TaylLa01,offense,78,,,,,
player,201611130oti,gnb,TaylLa01,off_pct,100%,,,,,
player,201611130oti,gnb,TaylLa01,defense,0,,,,,
player,201611130oti,gnb,TaylLa01,def_pct,0%,,,,,
player,201611130oti,gnb,TaylLa01,special_teams,1,,,,,
player,201611130oti,gnb,TaylLa01,st_pct,3%,,,,,
player,201611130oti,gnb,LinsCo00,pos,C,,,,,
player,201611130oti,gnb,LinsCo00,offense,78,,,,,
player,201611130oti,gnb,LinsCo00,off_pct,100%,,,,,
player,201611130oti,gnb,LinsCo00,defense,0,,,,,
player,201611130oti,gnb,LinsCo00,def_pct,0%,,,,,
player,201611130oti,gnb,LinsCo00,special_teams,0,,,,,
player,201611130oti,gnb,LinsCo00,st_pct,0%,,,,,
player,201611130oti,gnb,BarcDo00,pos,T,,,,,
player,201611130oti,gnb,BarcDo00,offense,74,,,,,
player,201611130oti,gnb,BarcDo00,off_pct,95%,,,,,
player,201611130oti,gnb,BarcDo00,defense,0,,,,,
player,201611130oti,gnb,BarcDo00,def_pct,0%,,,,,
player,201611130oti,gnb,BarcDo00,special_teams,4,,,,,
player,201611130oti,gnb,BarcDo00,st_pct,11%,,,,,
player,201611130oti,gnb,RodgAa00,pos,QB,,,,,
player,201611130oti,gnb,RodgAa00,offense,74,,,,,
player,201611130oti,gnb,RodgAa00,off_pct,95%,,,,,
player,201611130oti,gnb,RodgAa00,defense,0,,,,,
player,201611130oti,gnb,RodgAa00,def_pct,0%,,,,,
player,201611130oti,gnb,RodgAa00,special_teams,0,,,,,
player,201611130oti,gnb,RodgAa00,st_pct,0%,,,,,
player,201611130oti,gnb,AdamDa01,pos,WR,,,,,
player,201611130oti,gnb,AdamDa01,offense,74,,,,,
player,201611130oti,gnb,AdamDa01,off_pct,95%,,,,,
player,201611130oti,gnb,AdamDa01,defense,0,,,,,
player,201611130oti,gnb,AdamDa01,def_pct,0%,,,,,
player,201611130oti,gnb,AdamDa01,special_teams,0,,,,,
player,201611130oti,gnb,AdamDa01,st_pct,0%,,,,,
player,201611130oti,gnb,NelsJo00,pos,WR,,,,,
player,201611130oti,gnb,NelsJo00,offense,73,,,,,
player,201611130oti,gnb,NelsJo00,off_pct,94%,,,,,
player,201611130oti,gnb,NelsJo00,defense,0,,,,,
player,201611130oti,gnb,NelsJo00,def_pct,0%,,,,,
player,201611130oti,gnb,NelsJo00,special_teams,0,,,,,
player,201611130oti,gnb,NelsJo00,st_pct,0%,,,,,
player,201611130oti,gnb,RodgRi00,pos,TE,,,,,
player,201611130oti,gnb,RodgRi00,offense,65,,,,,
player,201611130oti,gnb,RodgRi00,off_pct,83%,,,,,
player,201611130oti,gnb,RodgRi00,defense,0,,,,,
player,201611130oti,gnb,RodgRi00,def_pct,0%,,,,,
player,201611130oti,gnb,RodgRi00,special_teams,9,,,,,
player,201611130oti,gnb,RodgRi00,st_pct,26%,,,,,
player,201611130oti,gnb,StarJa00,pos,RB,,,,,
player,201611130oti,gnb,StarJa00,offense,55,,,,,
player,201611130oti,gnb,StarJa00,off_pct,71%,,,,,
player,201611130oti,gnb,StarJa00,defense,0,,,,,
player,201611130oti,gnb,StarJa00,def_pct,0%,,,,,
player,201611130oti,gnb,StarJa00,special_teams,0,,,,,
player,201611130oti,gnb,StarJa00,st_pct,0%,,,,,
player,201611130oti,gnb,BakhDa00,pos,T,,,,,
player,201611130oti,gnb,BakhDa00,offense,54,,,,,
player,201611130oti,gnb,BakhDa00,off_pct,69%,,,,,
player,201611130oti,gnb,BakhDa00,defense,0,,,,,
player,201611130oti,gnb,BakhDa00,def_pct,0%,,,,,
player,201611130oti,gnb,BakhDa00,special_teams,3,,,,,
player,201611130oti,gnb,BakhDa00,st_pct,9%,,,,,
player,201611130oti,gnb,CobbRa00,pos,WR,,,,,
player,201611130oti,gnb,CobbRa00,offense,54,,,,,
player,201611130oti,gnb,CobbRa00,off_pct,69%,,,,,
player,201611130oti,gnb,CobbRa00,defense,0,,,,,
player,201611130oti,gnb,CobbRa00,def_pct,0%,,,,,
player,201611130oti,gnb,CobbRa00,special_teams,0,,,,,
player,201611130oti,gnb,CobbRa00,st_pct,0%,,,,,
player,201611130oti,gnb,SpriJa00,pos,T,,,,,
player,201611130oti,gnb,SpriJa00,offense,24,,,,,
player,201611130oti,gnb,SpriJa00,off_pct,31%,,,,,
player,201611130oti,gnb,SpriJa00,defense,0,,,,,
player,201611130oti,gnb,SpriJa00,def_pct,0%,,,,,
player,201611130oti,gnb,SpriJa00,special_teams,4,,,,,
player,201611130oti,gnb,SpriJa00,st_pct,11%,,,,,
player,201611130oti,gnb,MontTy01,pos,WR,,,,,
player,201611130oti,gnb,MontTy01,offense,22,,,,,
player,201611130oti,gnb,MontTy01,off_pct,28%,,,,,
player,201611130oti,gnb,MontTy01,defense,0,,,,,
player,201611130oti,gnb,MontTy01,def_pct,0%,,,,,
player,201611130oti,gnb,MontTy01,special_teams,7,,,,,
player,201611130oti,gnb,MontTy01,st_pct,20%,,,,,
player,201611130oti,gnb,AlliGe01,pos,WR,,,,,
player,201611130oti,gnb,AlliGe01,offense,18,,,,,
player,201611130oti,gnb,AlliGe01,off_pct,23%,,,,,
player,201611130oti,gnb,AlliGe01,defense,0,,,,,
player,201611130oti,gnb,AlliGe01,def_pct,0%,,,,,
player,201611130oti,gnb,AlliGe01,special_teams,0,,,,,
player,201611130oti,gnb,AlliGe01,st_pct,0%,,,,,
player,201611130oti,gnb,PeriJu00,pos,TE,,,,,
player,201611130oti,gnb,PeriJu00,offense,14,,,,,
player,201611130oti,gnb,PeriJu00,off_pct,18%,,,,,
player,201611130oti,gnb,PeriJu00,defense,0,,,,,
player,201611130oti,gnb,PeriJu00,def_pct,0%,,,,,
player,201611130oti,gnb,PeriJu00,special_teams,9,,,,,
player,201611130oti,gnb,PeriJu00,st_pct,26%,,,,,
player,201611130oti,gnb,JaniJe00,pos,WR,,,,,
player,201611130oti,gnb,JaniJe00,offense,10,,,,,
player,201611130oti,gnb,JaniJe00,off_pct,13%,,,,,
player,201611130oti,gnb,JaniJe00,defense,0,,,,,
player,201611130oti,gnb,JaniJe00,def_pct,0%,,,,,
player,201611130oti,gnb,JaniJe00,special_teams,24,,,,,
player,201611130oti,gnb,JaniJe00,st_pct,69%,,,,,
player,201611130oti,gnb,DaviTr03,pos,WR,,,,,
player,201611130oti,gnb,DaviTr03,offense,5,,,,,
player,201611130oti,gnb,DaviTr03,off_pct,6%,,,,,
player,201611130oti,gnb,DaviTr03,defense,0,,,,,
player,201611130oti,gnb,DaviTr03,def_pct,0%,,,,,
player,201611130oti,gnb,DaviTr03,special_teams,15,,,,,
player,201611130oti,gnb,DaviTr03,st_pct,43%,,,,,
player,201611130oti,gnb,HundBr00,pos,QB,,,,,
player,201611130oti,gnb,HundBr00,offense,4,,,,,
player,201611130oti,gnb,HundBr00,off_pct,5%,,,,,
player,201611130oti,gnb,HundBr00,defense,0,,,,,
player,201611130oti,gnb,HundBr00,def_pct,0%,,,,,
player,201611130oti,gnb,HundBr00,special_teams,0,,,,,
player,201611130oti,gnb,HundBr00,st_pct,0%,,,,,
player,201611130oti,gnb,LangT.20,pos,G,,,,,
player,201611130oti,gnb,LangT.20,offense,4,,,,,
player,201611130oti,gnb,LangT.20,off_pct,5%,,,,,
player,201611130oti,gnb,LangT.20,defense,0,,,,,
player,201611130oti,gnb,LangT.20,def_pct,0%,,,,,
player,201611130oti,gnb,LangT.20,special_teams,0,,,,,
player,201611130oti,gnb,LangT.20,st_pct,0%,,,,,
player,201611130oti,gnb,ThomJo04,pos,LB,,,,,
player,201611130oti,gnb,ThomJo04,offense,0,,,,,
player,201611130oti,gnb,ThomJo04,off_pct,0%,,,,,
player,201611130oti,gnb,ThomJo04,defense,60,,,,,
player,201611130oti,gnb,ThomJo04,def_pct,100%,,,,,
player,201611130oti,gnb,ThomJo04,special_teams,13,,,,,
player,201611130oti,gnb,ThomJo04,st_pct,37%,,,,,
player,201611130oti,gnb,ClinHa00,pos,FS,,,,,
player,201611130oti,gnb,ClinHa00,offense,0,,,,,
player,201611130oti,gnb,ClinHa00,off_pct,0%,,,,,
player,201611130oti,gnb,ClinHa00,defense,60,,,,,
player,201611130oti,gnb,ClinHa00,def_pct,100%,,,,,
player,201611130oti,gnb,ClinHa00,special_teams,13,,,,,
player,201611130oti,gnb,ClinHa00,st_pct,37%,,,,,
player,201611130oti,gnb,BurnMo99,pos,SS,,,,,
player,201611130oti,gnb,BurnMo99,offense,0,,,,,
player,201611130oti,gnb,BurnMo99,off_pct,0%,,,,,
player,201611130oti,gnb,BurnMo99,defense,57,,,,,
player,201611130oti,gnb,BurnMo99,def_pct,95%,,,,,
player,201611130oti,gnb,BurnMo99,special_teams,7,,,,,
player,201611130oti,gnb,BurnMo99,st_pct,20%,,,,,
player,201611130oti,gnb,GuntLa00,pos,CB,,,,,
player,201611130oti,gnb,GuntLa00,offense,0,,,,,
player,201611130oti,gnb,GuntLa00,off_pct,0%,,,,,
player,201611130oti,gnb,GuntLa00,defense,54,,,,,
player,201611130oti,gnb,GuntLa00,def_pct,90%,,,,,
player,201611130oti,gnb,GuntLa00,special_teams,8,,,,,
player,201611130oti,gnb,GuntLa00,st_pct,23%,,,,,
player,201611130oti,gnb,HydeMi00,pos,SS,,,,,
player,201611130oti,gnb,HydeMi00,offense,0,,,,,
player,201611130oti,gnb,HydeMi00,off_pct,0%,,,,,
player,201611130oti,gnb,HydeMi00,defense,53,,,,,
player,201611130oti,gnb,HydeMi00,def_pct,88%,,,,,
player,201611130oti,gnb,HydeMi00,special_teams,20,,,,,
player,201611130oti,gnb,HydeMi00,st_pct,57%,,,,,
player,201611130oti,gnb,MartBl01,pos,LB,,,,,
player,201611130oti,gnb,MartBl01,offense,0,,,,,
player,201611130oti,gnb,MartBl01,off_pct,0%,,,,,
player,201611130oti,gnb,MartBl01,defense,44,,,,,
player,201611130oti,gnb,MartBl01,def_pct,73%,,,,,
player,201611130oti,gnb,MartBl01,special_teams,23,,,,,
player,201611130oti,gnb,MartBl01,st_pct,66%,,,,,
player,201611130oti,gnb,JoneDa03,pos,LB,,,,,
player,201611130oti,gnb,JoneDa03,offense,0,,,,,
player,201611130oti,gnb,JoneDa03,off_pct,0%,,,,,
player,201611130oti,gnb,JoneDa03,defense,39,,,,,
player,201611130oti,gnb,JoneDa03,def_pct,65%,,,,,
player,201611130oti,gnb,JoneDa03,special_teams,11,,,,,
player,201611130oti,gnb,JoneDa03,st_pct,31%,,,,,
player,201611130oti,gnb,PerrNi00,pos,LB,,,,,
player,201611130oti,gnb,PerrNi00,offense,0,,,,,
player,201611130oti,gnb,PerrNi00,off_pct,0%,,,,,
player,201611130oti,gnb,PerrNi00,defense,39,,,,,
player,201611130oti,gnb,PerrNi00,def_pct,65%,,,,,
player,201611130oti,gnb,PerrNi00,special_teams,0,,,,,
player,201611130oti,gnb,PerrNi00,st_pct,0%,,,,,
player,201611130oti,gnb,RollQu00,pos,CB,,,,,
player,201611130oti,gnb,RollQu00,offense,0,,,,,
player,201611130oti,gnb,RollQu00,off_pct,0%,,,,,
player,201611130oti,gnb,RollQu00,defense,33,,,,,
player,201611130oti,gnb,RollQu00,def_pct,55%,,,,,
player,201611130oti,gnb,RollQu00,special_teams,1,,,,,
player,201611130oti,gnb,RollQu00,st_pct,3%,,,,,
player,201611130oti,gnb,DaniMi00,pos,DT,,,,,
player,201611130oti,gnb,DaniMi00,offense,0,,,,,
player,201611130oti,gnb,DaniMi00,off_pct,0%,,,,,
player,201611130oti,gnb,DaniMi00,defense,32,,,,,
player,201611130oti,gnb,DaniMi00,def_pct,53%,,,,,
player,201611130oti,gnb,DaniMi00,special_teams,7,,,,,
player,201611130oti,gnb,DaniMi00,st_pct,20%,,,,,
player,201611130oti,gnb,FackKy00,pos,LB,,,,,
player,201611130oti,gnb,FackKy00,offense,0,,,,,
player,201611130oti,gnb,FackKy00,off_pct,0%,,,,,
player,201611130oti,gnb,FackKy00,defense,29,,,,,
player,201611130oti,gnb,FackKy00,def_pct,48%,,,,,
player,201611130oti,gnb,FackKy00,special_teams,31,,,,,
player,201611130oti,gnb,FackKy00,st_pct,89%,,,,,
player,201611130oti,gnb,GoodDe00,pos,CB,,,,,
player,201611130oti,gnb,GoodDe00,offense,0,,,,,
player,201611130oti,gnb,GoodDe00,off_pct,0%,,,,,
player,201611130oti,gnb,GoodDe00,defense,27,,,,,
player,201611130oti,gnb,GoodDe00,def_pct,45%,,,,,
player,201611130oti,gnb,GoodDe00,special_teams,22,,,,,
player,201611130oti,gnb,GoodDe00,st_pct,63%,,,,,
player,201611130oti,gnb,ElliJa02,pos,LB,,,,,
player,201611130oti,gnb,ElliJa02,offense,0,,,,,
player,201611130oti,gnb,ElliJa02,off_pct,0%,,,,,
player,201611130oti,gnb,ElliJa02,defense,22,,,,,
player,201611130oti,gnb,ElliJa02,def_pct,37%,,,,,
player,201611130oti,gnb,ElliJa02,special_teams,21,,,,,
player,201611130oti,gnb,ElliJa02,st_pct,60%,,,,,
player,201611130oti,gnb,ClarKe01,pos,DT,,,,,
player,201611130oti,gnb,ClarKe01,offense,0,,,,,
player,201611130oti,gnb,ClarKe01,off_pct,0%,,,,,
player,201611130oti,gnb,ClarKe01,defense,22,,,,,
player,201611130oti,gnb,ClarKe01,def_pct,37%,,,,,
player,201611130oti,gnb,ClarKe01,special_teams,7,,,,,
player,201611130oti,gnb,ClarKe01,st_pct,20%,,,,,
player,201611130oti,gnb,GuioLe99,pos,NT,,,,,
player,201611130oti,gnb,GuioLe99,offense,0,,,,,
player,201611130oti,gnb,GuioLe99,off_pct,0%,,,,,
player,201611130oti,gnb,GuioLe99,defense,22,,,,,
player,201611130oti,gnb,GuioLe99,def_pct,37%,,,,,
player,201611130oti,gnb,GuioLe99,special_teams,4,,,,,
player,201611130oti,gnb,GuioLe99,st_pct,11%,,,,,
player,201611130oti,gnb,BricKe00,pos,FS,,,,,
player,201611130oti,gnb,BricKe00,offense,0,,,,,
player,201611130oti,gnb,BricKe00,off_pct,0%,,,,,
player,201611130oti,gnb,BricKe00,defense,21,,,,,
player,201611130oti,gnb,BricKe00,def_pct,35%,,,,,
player,201611130oti,gnb,BricKe00,special_teams,22,,,,,
player,201611130oti,gnb,BricKe00,st_pct,63%,,,,,
player,201611130oti,gnb,PeppJu99,pos,LB,,,,,
player,201611130oti,gnb,PeppJu99,offense,0,,,,,
player,201611130oti,gnb,PeppJu99,off_pct,0%,,,,,
player,201611130oti,gnb,PeppJu99,defense,19,,,,,
player,201611130oti,gnb,PeppJu99,def_pct,32%,,,,,
player,201611130oti,gnb,PeppJu99,special_teams,11,,,,,
player,201611130oti,gnb,PeppJu99,st_pct,31%,,,,,
player,201611130oti,gnb,PennMi00,pos,DT,,,,,
player,201611130oti,gnb,PennMi00,offense,0,,,,,
player,201611130oti,gnb,PennMi00,off_pct,0%,,,,,
player,201611130oti,gnb,PennMi00,defense,19,,,,,
player,201611130oti,gnb,PennMi00,def_pct,32%,,,,,
player,201611130oti,gnb,PennMi00,special_teams,4,,,,,
player,201611130oti,gnb,PennMi00,st_pct,11%,,,,,
player,201611130oti,gnb,LowrDe00,pos,DE,,,,,
player,201611130oti,gnb,LowrDe00,offense,0,,,,,
player,201611130oti,gnb,LowrDe00,off_pct,0%,,,,,
player,201611130oti,gnb,LowrDe00,defense,5,,,,,
player,201611130oti,gnb,LowrDe00,def_pct,8%,,,,,
player,201611130oti,gnb,LowrDe00,special_teams,0,,,,,
player,201611130oti,gnb,LowrDe00,st_pct,0%,,,,,
player,201611130oti,gnb,EvanMa00,pos,SS,,,,,
player,201611130oti,gnb,EvanMa00,offense,0,,,,,
player,201611130oti,gnb,EvanMa00,off_pct,0%,,,,,
player,201611130oti,gnb,EvanMa00,defense,2,,,,,
player,201611130oti,gnb,EvanMa00,def_pct,3%,,,,,
player,201611130oti,gnb,EvanMa00,special_teams,20,,,,,
player,201611130oti,gnb,EvanMa00,st_pct,57%,,,,,
player,201611130oti,gnb,RipkAa00,pos,FB,,,,,
player,201611130oti,gnb,RipkAa00,offense,0,,,,,
player,201611130oti,gnb,RipkAa00,off_pct,0%,,,,,
player,201611130oti,gnb,RipkAa00,defense,0,,,,,
player,201611130oti,gnb,RipkAa00,def_pct,0%,,,,,
player,201611130oti,gnb,RipkAa00,special_teams,20,,,,,
player,201611130oti,gnb,RipkAa00,st_pct,57%,,,,,
player,201611130oti,gnb,CrosMa20,pos,K,,,,,
player,201611130oti,gnb,CrosMa20,offense,0,,,,,
player,201611130oti,gnb,CrosMa20,off_pct,0%,,,,,
player,201611130oti,gnb,CrosMa20,defense,0,,,,,
player,201611130oti,gnb,CrosMa20,def_pct,0%,,,,,
player,201611130oti,gnb,CrosMa20,special_teams,10,,,,,
player,201611130oti,gnb,CrosMa20,st_pct,29%,,,,,
player,201611130oti,gnb,SchuJa00,pos,P,,,,,
player,201611130oti,gnb,SchuJa00,offense,0,,,,,
player,201611130oti,gnb,SchuJa00,off_pct,0%,,,,,
player,201611130oti,gnb,SchuJa00,defense,0,,,,,
player,201611130oti,gnb,SchuJa00,def_pct,0%,,,,,
player,201611130oti,gnb,SchuJa00,special_teams,8,,,,,
player,201611130oti,gnb,SchuJa00,st_pct,23%,,,,,
player,201611130oti,gnb,KerrJo00,pos,FB,,,,,
player,201611130oti,gnb,KerrJo00,offense,0,,,,,
player,201611130oti,gnb,KerrJo00,off_pct,0%,,,,,
player,201611130oti,gnb,KerrJo00,defense,0,,,,,
player,201611130oti,gnb,KerrJo00,def_pct,0%,,,,,
player,201611130oti,gnb,KerrJo00,special_teams,8,,,,,
player,201611130oti,gnb,KerrJo00,st_pct,23%,,,,,
player,201611130oti,gnb,GoodBr99,pos,LS,,,,,
player,201611130oti,gnb,GoodBr99,offense,0,,,,,
player,201611130oti,gnb,GoodBr99,off_pct,0%,,,,,
player,201611130oti,gnb,GoodBr99,defense,0,,,,,
player,201611130oti,gnb,GoodBr99,def_pct,0%,,,,,
player,201611130oti,gnb,GoodBr99,special_teams,8,,,,,
player,201611130oti,gnb,GoodBr99,st_pct,23%,,,,,
player,201611130oti,gnb,HawkJo00,pos,CB,,,,,
player,201611130oti,gnb,HawkJo00,offense,0,,,,,
player,201611130oti,gnb,HawkJo00,off_pct,0%,,,,,
player,201611130oti,gnb,HawkJo00,defense,0,,,,,
player,201611130oti,gnb,HawkJo00,def_pct,0%,,,,,
player,201611130oti,gnb,HawkJo00,special_teams,4,,,,,
player,201611130oti,gnb,HawkJo00,st_pct,11%,,,,,
player,201611130oti,gnb,RyanJa00,pos,LB,,,,,
player,201611130oti,gnb,RyanJa00,offense,0,,,,,
player,201611130oti,gnb,RyanJa00,off_pct,0%,,,,,
player,201611130oti,gnb,RyanJa00,defense,0,,,,,
player,201611130oti,gnb,RyanJa00,def_pct,0%,,,,,
player,201611130oti,gnb,RyanJa00,special_teams,2,,,,,
player,201611130oti,gnb,RyanJa00,st_pct,6%,,,,,
