game,2018,3,20180923,201809230ram,sdg,"Los Angeles Chargers",23,ram,"Los Angeles Rams",35
player,201809230ram,sdg,DzubNi00,offense,0,,,,,
player,201809230ram,sdg,DzubNi00,off_pct,0%,,,,,
player,201809230ram,sdg,DzubNi00,defense,0,,,,,
player,201809230ram,sdg,DzubNi00,def_pct,0%,,,,,
player,201809230ram,sdg,DzubNi00,special_teams,15,,,,,
player,201809230ram,sdg,DzubNi00,st_pct,60%,,,,,
player,201809230ram,sdg,SturCa00,pos,K,,,,,
player,201809230ram,sdg,SturCa00,offense,0,,,,,
player,201809230ram,sdg,SturCa00,off_pct,0%,,,,,
player,201809230ram,sdg,SturCa00,defense,0,,,,,
player,201809230ram,sdg,SturCa00,def_pct,0%,,,,,
player,201809230ram,sdg,SturCa00,special_teams,9,,,,,
player,201809230ram,sdg,SturCa00,st_pct,36%,,,,,
player,201809230ram,sdg,JoneJJ00,pos,WR,,,,,
player,201809230ram,sdg,JoneJJ00,offense,0,,,,,
player,201809230ram,sdg,JoneJJ00,off_pct,0%,,,,,
player,201809230ram,sdg,JoneJJ00,defense,0,,,,,
player,201809230ram,sdg,JoneJJ00,def_pct,0%,,,,,
player,201809230ram,sdg,JoneJJ00,special_teams,7,,,,,
player,201809230ram,sdg,JoneJJ00,st_pct,28%,,,,,
player,201809230ram,sdg,WindMi00,pos,LS,,,,,
player,201809230ram,sdg,WindMi00,offense,0,,,,,
player,201809230ram,sdg,WindMi00,off_pct,0%,,,,,
player,201809230ram,sdg,WindMi00,defense,0,,,,,
player,201809230ram,sdg,WindMi00,def_pct,0%,,,,,
player,201809230ram,sdg,WindMi00,special_teams,7,,,,,
player,201809230ram,sdg,WindMi00,st_pct,28%,,,,,
player,201809230ram,sdg,FacyBr00,pos,CB,,,,,
player,201809230ram,sdg,FacyBr00,offense,0,,,,,
player,201809230ram,sdg,FacyBr00,off_pct,0%,,,,,
player,201809230ram,sdg,FacyBr00,defense,0,,,,,
player,201809230ram,sdg,FacyBr00,def_pct,0%,,,,,
player,201809230ram,sdg,FacyBr00,special_teams,6,,,,,
player,201809230ram,sdg,FacyBr00,st_pct,24%,,,,,
player,201809230ram,sdg,NewsDe00,pos,RB,,,,,
player,201809230ram,sdg,NewsDe00,offense,0,,,,,
player,201809230ram,sdg,NewsDe00,off_pct,0%,,,,,
player,201809230ram,sdg,NewsDe00,defense,0,,,,,
player,201809230ram,sdg,NewsDe00,def_pct,0%,,,,,
player,201809230ram,sdg,NewsDe00,special_teams,6,,,,,
player,201809230ram,sdg,NewsDe00,st_pct,24%,,,,,
player,201809230ram,sdg,KaseDr00,pos,P,,,,,
player,201809230ram,sdg,KaseDr00,offense,0,,,,,
player,201809230ram,sdg,KaseDr00,off_pct,0%,,,,,
player,201809230ram,sdg,KaseDr00,defense,0,,,,,
player,201809230ram,sdg,KaseDr00,def_pct,0%,,,,,
player,201809230ram,sdg,KaseDr00,special_teams,6,,,,,
player,201809230ram,sdg,KaseDr00,st_pct,24%,,,,,
player,201809230ram,sdg,QuesSc00,pos,C,,,,,
player,201809230ram,sdg,QuesSc00,offense,0,,,,,
player,201809230ram,sdg,QuesSc00,off_pct,0%,,,,,
player,201809230ram,sdg,QuesSc00,defense,0,,,,,
player,201809230ram,sdg,QuesSc00,def_pct,0%,,,,,
player,201809230ram,sdg,QuesSc00,special_teams,4,,,,,
player,201809230ram,sdg,QuesSc00,st_pct,16%,,,,,
