game,2013,11,20131117,201311170chi,rav,"Baltimore Ravens",20,chi,"Chicago Bears",23
player,201311170chi,rav,DickEd00,offense,54,,,,,
player,201311170chi,rav,DickEd00,off_pct,69%,,,,,
player,201311170chi,rav,DickEd00,defense,0,,,,,
player,201311170chi,rav,DickEd00,def_pct,0%,,,,,
player,201311170chi,rav,DickEd00,special_teams,14,,,,,
player,201311170chi,rav,DickEd00,st_pct,47%,,,,,
player,201311170chi,rav,JoneJa03,pos,WR,,,,,
player,201311170chi,rav,JoneJa03,offense,37,,,,,
player,201311170chi,rav,JoneJa03,off_pct,47%,,,,,
player,201311170chi,rav,JoneJa03,defense,0,,,,,
player,201311170chi,rav,JoneJa03,def_pct,0%,,,,,
player,201311170chi,rav,JoneJa03,special_teams,8,,,,,
player,201311170chi,rav,JoneJa03,st_pct,27%,,,,,
player,201311170chi,rav,ThomDe04,pos,WR,,,,,
player,201311170chi,rav,ThomDe04,offense,34,,,,,
player,201311170chi,rav,ThomDe04,off_pct,44%,,,,,
player,201311170chi,rav,ThomDe04,defense,0,,,,,
player,201311170chi,rav,ThomDe04,def_pct,0%,,,,,
player,201311170chi,rav,ThomDe04,special_teams,0,,,,,
player,201311170chi,rav,ThomDe04,st_pct,0%,,,,,
player,201311170chi,rav,ClarDa00,pos,TE,,,,,
player,201311170chi,rav,ClarDa00,offense,23,,,,,
player,201311170chi,rav,ClarDa00,off_pct,29%,,,,,
player,201311170chi,rav,ClarDa00,defense,0,,,,,
player,201311170chi,rav,ClarDa00,def_pct,0%,,,,,
player,201311170chi,rav,ClarDa00,special_teams,0,,,,,
player,201311170chi,rav,ClarDa00,st_pct,0%,,,,,
player,201311170chi,rav,PierBe00,pos,RB,,,,,
player,201311170chi,rav,PierBe00,offense,19,,,,,
player,201311170chi,rav,PierBe00,off_pct,24%,,,,,
player,201311170chi,rav,PierBe00,defense,0,,,,,
player,201311170chi,rav,PierBe00,def_pct,0%,,,,,
player,201311170chi,rav,PierBe00,special_teams,1,,,,,
player,201311170chi,rav,PierBe00,st_pct,3%,,,,,
player,201311170chi,rav,LeacVo00,pos,FB,,,,,
player,201311170chi,rav,LeacVo00,offense,18,,,,,
player,201311170chi,rav,LeacVo00,off_pct,23%,,,,,
player,201311170chi,rav,LeacVo00,defense,0,,,,,
player,201311170chi,rav,LeacVo00,def_pct,0%,,,,,
player,201311170chi,rav,LeacVo00,special_teams,6,,,,,
player,201311170chi,rav,LeacVo00,st_pct,20%,,,,,
player,201311170chi,rav,WagnRi00,pos,T,,,,,
player,201311170chi,rav,WagnRi00,offense,8,,,,,
player,201311170chi,rav,WagnRi00,off_pct,10%,,,,,
player,201311170chi,rav,WagnRi00,defense,0,,,,,
player,201311170chi,rav,WagnRi00,def_pct,0%,,,,,
player,201311170chi,rav,WagnRi00,special_teams,4,,,,,
player,201311170chi,rav,WagnRi00,st_pct,13%,,,,,
player,201311170chi,rav,ReidJa00,pos,G,,,,,
player,201311170chi,rav,ReidJa00,offense,3,,,,,
player,201311170chi,rav,ReidJa00,off_pct,4%,,,,,
player,201311170chi,rav,ReidJa00,defense,0,,,,,
player,201311170chi,rav,ReidJa00,def_pct,0%,,,,,
player,201311170chi,rav,ReidJa00,special_teams,4,,,,,
player,201311170chi,rav,ReidJa00,st_pct,13%,,,,,
player,201311170chi,rav,WebbLa99,pos,CB,,,,,
player,201311170chi,rav,WebbLa99,offense,0,,,,,
player,201311170chi,rav,WebbLa99,off_pct,0%,,,,,
player,201311170chi,rav,WebbLa99,defense,62,,,,,
player,201311170chi,rav,WebbLa99,def_pct,100%,,,,,
player,201311170chi,rav,WebbLa99,special_teams,2,,,,,
player,201311170chi,rav,WebbLa99,st_pct,7%,,,,,
player,201311170chi,rav,SmitDa24,pos,LB,,,,,
player,201311170chi,rav,SmitDa24,offense,0,,,,,
player,201311170chi,rav,SmitDa24,off_pct,0%,,,,,
player,201311170chi,rav,SmitDa24,defense,62,,,,,
player,201311170chi,rav,SmitDa24,def_pct,100%,,,,,
player,201311170chi,rav,SmitDa24,special_teams,0,,,,,
player,201311170chi,rav,SmitDa24,st_pct,0%,,,,,
player,201311170chi,rav,SmitJi03,pos,CB,,,,,
player,201311170chi,rav,SmitJi03,offense,0,,,,,
player,201311170chi,rav,SmitJi03,off_pct,0%,,,,,
player,201311170chi,rav,SmitJi03,defense,61,,,,,
player,201311170chi,rav,SmitJi03,def_pct,98%,,,,,
player,201311170chi,rav,SmitJi03,special_teams,0,,,,,
player,201311170chi,rav,SmitJi03,st_pct,0%,,,,,
player,201311170chi,rav,IhedJa00,pos,SS,,,,,
player,201311170chi,rav,IhedJa00,offense,0,,,,,
player,201311170chi,rav,IhedJa00,off_pct,0%,,,,,
player,201311170chi,rav,IhedJa00,defense,61,,,,,
player,201311170chi,rav,IhedJa00,def_pct,98%,,,,,
player,201311170chi,rav,IhedJa00,special_teams,0,,,,,
player,201311170chi,rav,IhedJa00,st_pct,0%,,,,,
player,201311170chi,rav,ElamMa00,pos,SS,,,,,
player,201311170chi,rav,ElamMa00,offense,0,,,,,
player,201311170chi,rav,ElamMa00,off_pct,0%,,,,,
player,201311170chi,rav,ElamMa00,defense,58,,,,,
player,201311170chi,rav,ElamMa00,def_pct,94%,,,,,
player,201311170chi,rav,ElamMa00,special_teams,7,,,,,
player,201311170chi,rav,ElamMa00,st_pct,23%,,,,,
player,201311170chi,rav,SuggTe99,pos,LB,,,,,
player,201311170chi,rav,SuggTe99,offense,0,,,,,
player,201311170chi,rav,SuggTe99,off_pct,0%,,,,,
player,201311170chi,rav,SuggTe99,defense,53,,,,,
player,201311170chi,rav,SuggTe99,def_pct,85%,,,,,
player,201311170chi,rav,SuggTe99,special_teams,0,,,,,
player,201311170chi,rav,SuggTe99,st_pct,0%,,,,,
player,201311170chi,rav,CantCh21,pos,DE,,,,,
player,201311170chi,rav,CantCh21,offense,0,,,,,
player,201311170chi,rav,CantCh21,off_pct,0%,,,,,
player,201311170chi,rav,CantCh21,defense,48,,,,,
player,201311170chi,rav,CantCh21,def_pct,77%,,,,,
player,201311170chi,rav,CantCh21,special_teams,9,,,,,
player,201311170chi,rav,CantCh21,st_pct,30%,,,,,
player,201311170chi,rav,JoneAr22,pos,DT,,,,,
player,201311170chi,rav,JoneAr22,offense,0,,,,,
player,201311170chi,rav,JoneAr22,off_pct,0%,,,,,
player,201311170chi,rav,JoneAr22,defense,47,,,,,
player,201311170chi,rav,JoneAr22,def_pct,76%,,,,,
player,201311170chi,rav,JoneAr22,special_teams,5,,,,,
player,201311170chi,rav,JoneAr22,st_pct,17%,,,,,
player,201311170chi,rav,UpshCo00,pos,LB,,,,,
player,201311170chi,rav,UpshCo00,offense,0,,,,,
player,201311170chi,rav,UpshCo00,off_pct,0%,,,,,
player,201311170chi,rav,UpshCo00,defense,43,,,,,
player,201311170chi,rav,UpshCo00,def_pct,69%,,,,,
player,201311170chi,rav,UpshCo00,special_teams,7,,,,,
player,201311170chi,rav,UpshCo00,st_pct,23%,,,,,
player,201311170chi,rav,CodyTe99,pos,NT,,,,,
player,201311170chi,rav,CodyTe99,offense,0,,,,,
player,201311170chi,rav,CodyTe99,off_pct,0%,,,,,
player,201311170chi,rav,CodyTe99,defense,35,,,,,
player,201311170chi,rav,CodyTe99,def_pct,56%,,,,,
player,201311170chi,rav,CodyTe99,special_teams,5,,,,,
player,201311170chi,rav,CodyTe99,st_pct,17%,,,,,
player,201311170chi,rav,GrahCo99,pos,CB,,,,,
player,201311170chi,rav,GrahCo99,offense,0,,,,,
player,201311170chi,rav,GrahCo99,off_pct,0%,,,,,
player,201311170chi,rav,GrahCo99,defense,32,,,,,
player,201311170chi,rav,GrahCo99,def_pct,52%,,,,,
player,201311170chi,rav,GrahCo99,special_teams,11,,,,,
player,201311170chi,rav,GrahCo99,st_pct,37%,,,,,
player,201311170chi,rav,McClJa01,pos,LB,,,,,
player,201311170chi,rav,McClJa01,offense,0,,,,,
player,201311170chi,rav,McClJa01,off_pct,0%,,,,,
player,201311170chi,rav,McClJa01,defense,30,,,,,
player,201311170chi,rav,McClJa01,def_pct,48%,,,,,
player,201311170chi,rav,McClJa01,special_teams,5,,,,,
player,201311170chi,rav,McClJa01,st_pct,17%,,,,,
player,201311170chi,rav,DumeEl20,pos,LB,,,,,
player,201311170chi,rav,DumeEl20,offense,0,,,,,
player,201311170chi,rav,DumeEl20,off_pct,0%,,,,,
player,201311170chi,rav,DumeEl20,defense,26,,,,,
player,201311170chi,rav,DumeEl20,def_pct,42%,,,,,
player,201311170chi,rav,DumeEl20,special_teams,0,,,,,
player,201311170chi,rav,DumeEl20,st_pct,0%,,,,,
player,201311170chi,rav,ByneJo00,pos,LB,,,,,
player,201311170chi,rav,ByneJo00,offense,0,,,,,
player,201311170chi,rav,ByneJo00,off_pct,0%,,,,,
player,201311170chi,rav,ByneJo00,defense,18,,,,,
player,201311170chi,rav,ByneJo00,def_pct,29%,,,,,
player,201311170chi,rav,ByneJo00,special_teams,24,,,,,
player,201311170chi,rav,ByneJo00,st_pct,80%,,,,,
player,201311170chi,rav,BrowAr00,pos,LB,,,,,
player,201311170chi,rav,BrowAr00,offense,0,,,,,
player,201311170chi,rav,BrowAr00,off_pct,0%,,,,,
player,201311170chi,rav,BrowAr00,defense,14,,,,,
player,201311170chi,rav,BrowAr00,def_pct,23%,,,,,
player,201311170chi,rav,BrowAr00,special_teams,16,,,,,
player,201311170chi,rav,BrowAr00,st_pct,53%,,,,,
player,201311170chi,rav,McPhPe00,pos,LB,,,,,
player,201311170chi,rav,McPhPe00,offense,0,,,,,
player,201311170chi,rav,McPhPe00,off_pct,0%,,,,,
player,201311170chi,rav,McPhPe00,defense,11,,,,,
player,201311170chi,rav,McPhPe00,def_pct,18%,,,,,
player,201311170chi,rav,McPhPe00,special_teams,7,,,,,
player,201311170chi,rav,McPhPe00,st_pct,23%,,,,,
player,201311170chi,rav,TysoDe00,pos,DE,,,,,
player,201311170chi,rav,TysoDe00,offense,0,,,,,
player,201311170chi,rav,TysoDe00,off_pct,0%,,,,,
player,201311170chi,rav,TysoDe00,defense,10,,,,,
player,201311170chi,rav,TysoDe00,def_pct,16%,,,,,
player,201311170chi,rav,TysoDe00,special_teams,7,,,,,
player,201311170chi,rav,TysoDe00,st_pct,23%,,,,,
player,201311170chi,rav,MileJe00,pos,FS,,,,,
player,201311170chi,rav,MileJe00,offense,0,,,,,
player,201311170chi,rav,MileJe00,off_pct,0%,,,,,
player,201311170chi,rav,MileJe00,defense,5,,,,,
player,201311170chi,rav,MileJe00,def_pct,8%,,,,,
player,201311170chi,rav,MileJe00,special_teams,21,,,,,
player,201311170chi,rav,MileJe00,st_pct,70%,,,,,
player,201311170chi,rav,WillBr02,pos,DT,,,,,
player,201311170chi,rav,WillBr02,offense,0,,,,,
player,201311170chi,rav,WillBr02,off_pct,0%,,,,,
player,201311170chi,rav,WillBr02,defense,5,,,,,
player,201311170chi,rav,WillBr02,def_pct,8%,,,,,
player,201311170chi,rav,WillBr02,special_teams,0,,,,,
player,201311170chi,rav,WillBr02,st_pct,0%,,,,,
player,201311170chi,rav,BrowCh05,pos,CB,,,,,
player,201311170chi,rav,BrowCh05,offense,0,,,,,
player,201311170chi,rav,BrowCh05,off_pct,0%,,,,,
player,201311170chi,rav,BrowCh05,defense,1,,,,,
player,201311170chi,rav,BrowCh05,def_pct,2%,,,,,
player,201311170chi,rav,BrowCh05,special_teams,20,,,,,
player,201311170chi,rav,BrowCh05,st_pct,67%,,,,,
player,201311170chi,rav,LeviAn00,pos,SS,,,,,
player,201311170chi,rav,LeviAn00,offense,0,,,,,
player,201311170chi,rav,LeviAn00,off_pct,0%,,,,,
player,201311170chi,rav,LeviAn00,defense,0,,,,,
player,201311170chi,rav,LeviAn00,def_pct,0%,,,,,
player,201311170chi,rav,LeviAn00,special_teams,26,,,,,
player,201311170chi,rav,LeviAn00,st_pct,87%,,,,,
player,201311170chi,rav,TrawBr00,pos,FS,,,,,
player,201311170chi,rav,TrawBr00,offense,0,,,,,
player,201311170chi,rav,TrawBr00,off_pct,0%,,,,,
player,201311170chi,rav,TrawBr00,defense,0,,,,,
player,201311170chi,rav,TrawBr00,def_pct,0%,,,,,
player,201311170chi,rav,TrawBr00,special_teams,24,,,,,
player,201311170chi,rav,TrawBr00,st_pct,80%,,,,,
player,201311170chi,rav,McClAl00,pos,LB,,,,,
player,201311170chi,rav,McClAl00,offense,0,,,,,
player,201311170chi,rav,McClAl00,off_pct,0%,,,,,
player,201311170chi,rav,McClAl00,defense,0,,,,,
player,201311170chi,rav,McClAl00,def_pct,0%,,,,,
player,201311170chi,rav,McClAl00,special_teams,24,,,,,
player,201311170chi,rav,McClAl00,st_pct,80%,,,,,
player,201311170chi,rav,JuszKy00,pos,FB,,,,,
player,201311170chi,rav,JuszKy00,offense,0,,,,,
player,201311170chi,rav,JuszKy00,off_pct,0%,,,,,
player,201311170chi,rav,JuszKy00,defense,0,,,,,
player,201311170chi,rav,JuszKy00,def_pct,0%,,,,,
player,201311170chi,rav,JuszKy00,special_teams,20,,,,,
player,201311170chi,rav,JuszKy00,st_pct,67%,,,,,
player,201311170chi,rav,TuckJu00,pos,K,,,,,
player,201311170chi,rav,TuckJu00,offense,0,,,,,
player,201311170chi,rav,TuckJu00,off_pct,0%,,,,,
player,201311170chi,rav,TuckJu00,defense,0,,,,,
player,201311170chi,rav,TuckJu00,def_pct,0%,,,,,
player,201311170chi,rav,TuckJu00,special_teams,9,,,,,
player,201311170chi,rav,TuckJu00,st_pct,30%,,,,,
player,201311170chi,rav,KochSa20,pos,P,,,,,
player,201311170chi,rav,KochSa20,offense,0,,,,,
player,201311170chi,rav,KochSa20,off_pct,0%,,,,,
player,201311170chi,rav,KochSa20,defense,0,,,,,
player,201311170chi,rav,KochSa20,def_pct,0%,,,,,
player,201311170chi,rav,KochSa20,special_teams,8,,,,,
player,201311170chi,rav,KochSa20,st_pct,27%,,,,,
player,201311170chi,rav,CoxxMo00,pos,LS,,,,,
player,201311170chi,rav,CoxxMo00,offense,0,,,,,
player,201311170chi,rav,CoxxMo00,off_pct,0%,,,,,
player,201311170chi,rav,CoxxMo00,defense,0,,,,,
player,201311170chi,rav,CoxxMo00,def_pct,0%,,,,,
player,201311170chi,rav,CoxxMo00,special_teams,8,,,,,
player,201311170chi,rav,CoxxMo00,st_pct,27%,,,,,
player,201311170chi,rav,JackAs00,pos,CB,,,,,
player,201311170chi,rav,JackAs00,offense,0,,,,,
player,201311170chi,rav,JackAs00,off_pct,0%,,,,,
player,201311170chi,rav,JackAs00,defense,0,,,,,
player,201311170chi,rav,JackAs00,def_pct,0%,,,,,
player,201311170chi,rav,JackAs00,special_teams,7,,,,,
player,201311170chi,rav,JackAs00,st_pct,23%,,,,,
