game,2013,14,20131208,201312080nwe,cle,"Cleveland Browns",26,nwe,"New England Patriots",27
player,201312080nwe,nwe,RyanLo00,special_teams,5,,,,,
player,201312080nwe,nwe,RyanLo00,st_pct,16%,,,,,
player,201312080nwe,nwe,SpikBr99,pos,LB,,,,,
player,201312080nwe,nwe,SpikBr99,offense,0,,,,,
player,201312080nwe,nwe,SpikBr99,off_pct,0%,,,,,
player,201312080nwe,nwe,SpikBr99,defense,45,,,,,
player,201312080nwe,nwe,SpikBr99,def_pct,62%,,,,,
player,201312080nwe,nwe,SpikBr99,special_teams,6,,,,,
player,201312080nwe,nwe,SpikBr99,st_pct,19%,,,,,
player,201312080nwe,nwe,FletDa00,pos,LB,,,,,
player,201312080nwe,nwe,FletDa00,offense,0,,,,,
player,201312080nwe,nwe,FletDa00,off_pct,0%,,,,,
player,201312080nwe,nwe,FletDa00,defense,31,,,,,
player,201312080nwe,nwe,FletDa00,def_pct,42%,,,,,
player,201312080nwe,nwe,FletDa00,special_teams,17,,,,,
player,201312080nwe,nwe,FletDa00,st_pct,55%,,,,,
player,201312080nwe,nwe,ArriKy00,pos,CB,,,,,
player,201312080nwe,nwe,ArriKy00,offense,0,,,,,
player,201312080nwe,nwe,ArriKy00,off_pct,0%,,,,,
player,201312080nwe,nwe,ArriKy00,defense,30,,,,,
player,201312080nwe,nwe,ArriKy00,def_pct,41%,,,,,
player,201312080nwe,nwe,ArriKy00,special_teams,11,,,,,
player,201312080nwe,nwe,ArriKy00,st_pct,35%,,,,,
player,201312080nwe,nwe,DennAl00,pos,CB,,,,,
player,201312080nwe,nwe,DennAl00,offense,0,,,,,
player,201312080nwe,nwe,DennAl00,off_pct,0%,,,,,
player,201312080nwe,nwe,DennAl00,defense,25,,,,,
player,201312080nwe,nwe,DennAl00,def_pct,34%,,,,,
player,201312080nwe,nwe,DennAl00,special_teams,0,,,,,
player,201312080nwe,nwe,DennAl00,st_pct,0%,,,,,
player,201312080nwe,nwe,VellJo00,pos,DT,,,,,
player,201312080nwe,nwe,VellJo00,offense,0,,,,,
player,201312080nwe,nwe,VellJo00,off_pct,0%,,,,,
player,201312080nwe,nwe,VellJo00,defense,22,,,,,
player,201312080nwe,nwe,VellJo00,def_pct,30%,,,,,
player,201312080nwe,nwe,VellJo00,special_teams,6,,,,,
player,201312080nwe,nwe,VellJo00,st_pct,19%,,,,,
player,201312080nwe,nwe,HarmDu00,pos,FS,,,,,
player,201312080nwe,nwe,HarmDu00,offense,0,,,,,
player,201312080nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201312080nwe,nwe,HarmDu00,defense,16,,,,,
player,201312080nwe,nwe,HarmDu00,def_pct,22%,,,,,
player,201312080nwe,nwe,HarmDu00,special_teams,8,,,,,
player,201312080nwe,nwe,HarmDu00,st_pct,26%,,,,,
player,201312080nwe,nwe,CartAn20,pos,DE,,,,,
player,201312080nwe,nwe,CartAn20,offense,0,,,,,
player,201312080nwe,nwe,CartAn20,off_pct,0%,,,,,
player,201312080nwe,nwe,CartAn20,defense,11,,,,,
player,201312080nwe,nwe,CartAn20,def_pct,15%,,,,,
player,201312080nwe,nwe,CartAn20,special_teams,6,,,,,
player,201312080nwe,nwe,CartAn20,st_pct,19%,,,,,
player,201312080nwe,nwe,SopoIs20,pos,NT,,,,,
player,201312080nwe,nwe,SopoIs20,offense,0,,,,,
player,201312080nwe,nwe,SopoIs20,off_pct,0%,,,,,
player,201312080nwe,nwe,SopoIs20,defense,2,,,,,
player,201312080nwe,nwe,SopoIs20,def_pct,3%,,,,,
player,201312080nwe,nwe,SopoIs20,special_teams,0,,,,,
player,201312080nwe,nwe,SopoIs20,st_pct,0%,,,,,
player,201312080nwe,nwe,EbneNa00,pos,SS,,,,,
player,201312080nwe,nwe,EbneNa00,offense,0,,,,,
player,201312080nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201312080nwe,nwe,EbneNa00,defense,0,,,,,
player,201312080nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201312080nwe,nwe,EbneNa00,special_teams,27,,,,,
player,201312080nwe,nwe,EbneNa00,st_pct,87%,,,,,
player,201312080nwe,nwe,ColeMa01,pos,CB,,,,,
player,201312080nwe,nwe,ColeMa01,offense,0,,,,,
player,201312080nwe,nwe,ColeMa01,off_pct,0%,,,,,
player,201312080nwe,nwe,ColeMa01,defense,0,,,,,
player,201312080nwe,nwe,ColeMa01,def_pct,0%,,,,,
player,201312080nwe,nwe,ColeMa01,special_teams,23,,,,,
player,201312080nwe,nwe,ColeMa01,st_pct,74%,,,,,
player,201312080nwe,nwe,WhitCh03,pos,LB,,,,,
player,201312080nwe,nwe,WhitCh03,offense,0,,,,,
player,201312080nwe,nwe,WhitCh03,off_pct,0%,,,,,
player,201312080nwe,nwe,WhitCh03,defense,0,,,,,
player,201312080nwe,nwe,WhitCh03,def_pct,0%,,,,,
player,201312080nwe,nwe,WhitCh03,special_teams,22,,,,,
player,201312080nwe,nwe,WhitCh03,st_pct,71%,,,,,
player,201312080nwe,nwe,WilsTa00,pos,SS,,,,,
player,201312080nwe,nwe,WilsTa00,offense,0,,,,,
player,201312080nwe,nwe,WilsTa00,off_pct,0%,,,,,
player,201312080nwe,nwe,WilsTa00,defense,0,,,,,
player,201312080nwe,nwe,WilsTa00,def_pct,0%,,,,,
player,201312080nwe,nwe,WilsTa00,special_teams,22,,,,,
player,201312080nwe,nwe,WilsTa00,st_pct,71%,,,,,
player,201312080nwe,nwe,BuchMi00,pos,DE,,,,,
player,201312080nwe,nwe,BuchMi00,offense,0,,,,,
player,201312080nwe,nwe,BuchMi00,off_pct,0%,,,,,
player,201312080nwe,nwe,BuchMi00,defense,0,,,,,
player,201312080nwe,nwe,BuchMi00,def_pct,0%,,,,,
player,201312080nwe,nwe,BuchMi00,special_teams,18,,,,,
player,201312080nwe,nwe,BuchMi00,st_pct,58%,,,,,
player,201312080nwe,nwe,GostSt20,pos,K,,,,,
player,201312080nwe,nwe,GostSt20,offense,0,,,,,
player,201312080nwe,nwe,GostSt20,off_pct,0%,,,,,
player,201312080nwe,nwe,GostSt20,defense,0,,,,,
player,201312080nwe,nwe,GostSt20,def_pct,0%,,,,,
player,201312080nwe,nwe,GostSt20,special_teams,9,,,,,
player,201312080nwe,nwe,GostSt20,st_pct,29%,,,,,
player,201312080nwe,nwe,AlleRy01,pos,P,,,,,
player,201312080nwe,nwe,AlleRy01,offense,0,,,,,
player,201312080nwe,nwe,AlleRy01,off_pct,0%,,,,,
player,201312080nwe,nwe,AlleRy01,defense,0,,,,,
player,201312080nwe,nwe,AlleRy01,def_pct,0%,,,,,
player,201312080nwe,nwe,AlleRy01,special_teams,8,,,,,
player,201312080nwe,nwe,AlleRy01,st_pct,26%,,,,,
player,201312080nwe,nwe,AikeDa00,pos,LS,,,,,
player,201312080nwe,nwe,AikeDa00,offense,0,,,,,
player,201312080nwe,nwe,AikeDa00,off_pct,0%,,,,,
player,201312080nwe,nwe,AikeDa00,defense,0,,,,,
player,201312080nwe,nwe,AikeDa00,def_pct,0%,,,,,
player,201312080nwe,nwe,AikeDa00,special_teams,8,,,,,
player,201312080nwe,nwe,AikeDa00,st_pct,26%,,,,,
player,201312080nwe,nwe,BarkCh00,pos,G,,,,,
player,201312080nwe,nwe,BarkCh00,offense,0,,,,,
player,201312080nwe,nwe,BarkCh00,off_pct,0%,,,,,
player,201312080nwe,nwe,BarkCh00,defense,0,,,,,
player,201312080nwe,nwe,BarkCh00,def_pct,0%,,,,,
player,201312080nwe,nwe,BarkCh00,special_teams,3,,,,,
player,201312080nwe,nwe,BarkCh00,st_pct,10%,,,,,
player,201312080nwe,nwe,KlinJo01,pos,T,,,,,
player,201312080nwe,nwe,KlinJo01,offense,0,,,,,
player,201312080nwe,nwe,KlinJo01,off_pct,0%,,,,,
player,201312080nwe,nwe,KlinJo01,defense,0,,,,,
player,201312080nwe,nwe,KlinJo01,def_pct,0%,,,,,
player,201312080nwe,nwe,KlinJo01,special_teams,3,,,,,
player,201312080nwe,nwe,KlinJo01,st_pct,10%,,,,,
player,201312080nwe,cle,MackAl20,pos,C,,,,,
player,201312080nwe,cle,MackAl20,offense,73,,,,,
player,201312080nwe,cle,MackAl20,off_pct,100%,,,,,
player,201312080nwe,cle,MackAl20,defense,0,,,,,
player,201312080nwe,cle,MackAl20,def_pct,0%,,,,,
player,201312080nwe,cle,MackAl20,special_teams,5,,,,,
player,201312080nwe,cle,MackAl20,st_pct,16%,,,,,
player,201312080nwe,cle,SchwMi00,pos,T,,,,,
player,201312080nwe,cle,SchwMi00,offense,73,,,,,
player,201312080nwe,cle,SchwMi00,off_pct,100%,,,,,
player,201312080nwe,cle,SchwMi00,defense,0,,,,,
player,201312080nwe,cle,SchwMi00,def_pct,0%,,,,,
player,201312080nwe,cle,SchwMi00,special_teams,5,,,,,
player,201312080nwe,cle,SchwMi00,st_pct,16%,,,,,
player,201312080nwe,cle,ThomJo28,pos,T,,,,,
player,201312080nwe,cle,ThomJo28,offense,73,,,,,
player,201312080nwe,cle,ThomJo28,off_pct,100%,,,,,
player,201312080nwe,cle,ThomJo28,defense,0,,,,,
player,201312080nwe,cle,ThomJo28,def_pct,0%,,,,,
player,201312080nwe,cle,ThomJo28,special_teams,5,,,,,
player,201312080nwe,cle,ThomJo28,st_pct,16%,,,,,
player,201312080nwe,cle,CampJa00,pos,QB,,,,,
player,201312080nwe,cle,CampJa00,offense,73,,,,,
player,201312080nwe,cle,CampJa00,off_pct,100%,,,,,
player,201312080nwe,cle,CampJa00,defense,0,,,,,
player,201312080nwe,cle,CampJa00,def_pct,0%,,,,,
player,201312080nwe,cle,CampJa00,special_teams,0,,,,,
player,201312080nwe,cle,CampJa00,st_pct,0%,,,,,
player,201312080nwe,cle,CameJo00,pos,TE,,,,,
player,201312080nwe,cle,CameJo00,offense,72,,,,,
player,201312080nwe,cle,CameJo00,off_pct,99%,,,,,
player,201312080nwe,cle,CameJo00,defense,0,,,,,
player,201312080nwe,cle,CameJo00,def_pct,0%,,,,,
player,201312080nwe,cle,CameJo00,special_teams,1,,,,,
player,201312080nwe,cle,CameJo00,st_pct,3%,,,,,
player,201312080nwe,cle,GordJo02,pos,WR,,,,,
player,201312080nwe,cle,GordJo02,offense,69,,,,,
player,201312080nwe,cle,GordJo02,off_pct,95%,,,,,
player,201312080nwe,cle,GordJo02,defense,0,,,,,
player,201312080nwe,cle,GordJo02,def_pct,0%,,,,,
player,201312080nwe,cle,GordJo02,special_teams,1,,,,,
player,201312080nwe,cle,GordJo02,st_pct,3%,,,,,
player,201312080nwe,cle,LauvSh20,pos,G,,,,,
player,201312080nwe,cle,LauvSh20,offense,65,,,,,
player,201312080nwe,cle,LauvSh20,off_pct,89%,,,,,
player,201312080nwe,cle,LauvSh20,defense,0,,,,,
player,201312080nwe,cle,LauvSh20,def_pct,0%,,,,,
player,201312080nwe,cle,LauvSh20,special_teams,5,,,,,
player,201312080nwe,cle,LauvSh20,st_pct,16%,,,,,
player,201312080nwe,cle,LittGr00,pos,WR,,,,,
player,201312080nwe,cle,LittGr00,offense,63,,,,,
player,201312080nwe,cle,LittGr00,off_pct,86%,,,,,
player,201312080nwe,cle,LittGr00,defense,0,,,,,
player,201312080nwe,cle,LittGr00,def_pct,0%,,,,,
player,201312080nwe,cle,LittGr00,special_teams,1,,,,,
player,201312080nwe,cle,LittGr00,st_pct,3%,,,,,
player,201312080nwe,cle,PinkJa00,pos,G,,,,,
player,201312080nwe,cle,PinkJa00,offense,55,,,,,
player,201312080nwe,cle,PinkJa00,off_pct,75%,,,,,
player,201312080nwe,cle,PinkJa00,defense,0,,,,,
player,201312080nwe,cle,PinkJa00,def_pct,0%,,,,,
player,201312080nwe,cle,PinkJa00,special_teams,3,,,,,
player,201312080nwe,cle,PinkJa00,st_pct,10%,,,,,
player,201312080nwe,cle,OgboCh00,pos,FB,,,,,
player,201312080nwe,cle,OgboCh00,offense,43,,,,,
player,201312080nwe,cle,OgboCh00,off_pct,59%,,,,,
player,201312080nwe,cle,OgboCh00,defense,0,,,,,
player,201312080nwe,cle,OgboCh00,def_pct,0%,,,,,
player,201312080nwe,cle,OgboCh00,special_teams,7,,,,,
player,201312080nwe,cle,OgboCh00,st_pct,23%,,,,,
player,201312080nwe,cle,BarnGa01,pos,TE,,,,,
player,201312080nwe,cle,BarnGa01,offense,36,,,,,
player,201312080nwe,cle,BarnGa01,off_pct,49%,,,,,
player,201312080nwe,cle,BarnGa01,defense,0,,,,,
player,201312080nwe,cle,BarnGa01,def_pct,0%,,,,,
player,201312080nwe,cle,BarnGa01,special_teams,27,,,,,
player,201312080nwe,cle,BarnGa01,st_pct,87%,,,,,
player,201312080nwe,cle,BessDa00,pos,WR,,,,,
player,201312080nwe,cle,BessDa00,offense,27,,,,,
player,201312080nwe,cle,BessDa00,off_pct,37%,,,,,
player,201312080nwe,cle,BessDa00,defense,0,,,,,
player,201312080nwe,cle,BessDa00,def_pct,0%,,,,,
player,201312080nwe,cle,BessDa00,special_teams,2,,,,,
player,201312080nwe,cle,BessDa00,st_pct,6%,,,,,
player,201312080nwe,cle,GrecJo20,pos,G,,,,,
player,201312080nwe,cle,GrecJo20,offense,26,,,,,
player,201312080nwe,cle,GrecJo20,off_pct,36%,,,,,
player,201312080nwe,cle,GrecJo20,defense,0,,,,,
player,201312080nwe,cle,GrecJo20,def_pct,0%,,,,,
player,201312080nwe,cle,GrecJo20,special_teams,2,,,,,
player,201312080nwe,cle,GrecJo20,st_pct,6%,,,,,
player,201312080nwe,cle,McGaWi00,pos,RB,,,,,
player,201312080nwe,cle,McGaWi00,offense,23,,,,,
player,201312080nwe,cle,McGaWi00,off_pct,32%,,,,,
player,201312080nwe,cle,McGaWi00,defense,0,,,,,
player,201312080nwe,cle,McGaWi00,def_pct,0%,,,,,
player,201312080nwe,cle,McGaWi00,special_teams,0,,,,,
player,201312080nwe,cle,McGaWi00,st_pct,0%,,,,,
player,201312080nwe,cle,WhitFo00,pos,RB,,,,,
player,201312080nwe,cle,WhitFo00,offense,19,,,,,
player,201312080nwe,cle,WhitFo00,off_pct,26%,,,,,
player,201312080nwe,cle,WhitFo00,defense,0,,,,,
player,201312080nwe,cle,WhitFo00,def_pct,0%,,,,,
player,201312080nwe,cle,WhitFo00,special_teams,10,,,,,
player,201312080nwe,cle,WhitFo00,st_pct,32%,,,,,
player,201312080nwe,cle,SmitAn02,pos,TE,,,,,
player,201312080nwe,cle,SmitAn02,offense,5,,,,,
player,201312080nwe,cle,SmitAn02,off_pct,7%,,,,,
player,201312080nwe,cle,SmitAn02,defense,0,,,,,
player,201312080nwe,cle,SmitAn02,def_pct,0%,,,,,
player,201312080nwe,cle,SmitAn02,special_teams,0,,,,,
player,201312080nwe,cle,SmitAn02,st_pct,0%,,,,,
player,201312080nwe,cle,GrayMa00,pos,TE,,,,,
player,201312080nwe,cle,GrayMa00,offense,4,,,,,
player,201312080nwe,cle,GrayMa00,off_pct,5%,,,,,
player,201312080nwe,cle,GrayMa00,defense,0,,,,,
player,201312080nwe,cle,GrayMa00,def_pct,0%,,,,,
player,201312080nwe,cle,GrayMa00,special_teams,6,,,,,
player,201312080nwe,cle,GrayMa00,st_pct,19%,,,,,
player,201312080nwe,cle,TymsBr00,pos,WR,,,,,
player,201312080nwe,cle,TymsBr00,offense,3,,,,,
player,201312080nwe,cle,TymsBr00,off_pct,4%,,,,,
player,201312080nwe,cle,TymsBr00,defense,0,,,,,
player,201312080nwe,cle,TymsBr00,def_pct,0%,,,,,
player,201312080nwe,cle,TymsBr00,special_teams,0,,,,,
player,201312080nwe,cle,TymsBr00,st_pct,0%,,,,,
player,201312080nwe,cle,CousOn00,pos,G,,,,,
player,201312080nwe,cle,CousOn00,offense,1,,,,,
player,201312080nwe,cle,CousOn00,off_pct,1%,,,,,
player,201312080nwe,cle,CousOn00,defense,0,,,,,
player,201312080nwe,cle,CousOn00,def_pct,0%,,,,,
player,201312080nwe,cle,CousOn00,special_teams,5,,,,,
player,201312080nwe,cle,CousOn00,st_pct,16%,,,,,
player,201312080nwe,cle,HadeJo99,pos,CB,,,,,
player,201312080nwe,cle,HadeJo99,offense,0,,,,,
player,201312080nwe,cle,HadeJo99,off_pct,0%,,,,,
player,201312080nwe,cle,HadeJo99,defense,83,,,,,
player,201312080nwe,cle,HadeJo99,def_pct,100%,,,,,
player,201312080nwe,cle,HadeJo99,special_teams,8,,,,,
player,201312080nwe,cle,HadeJo99,st_pct,26%,,,,,
player,201312080nwe,cle,SkriBu00,pos,CB,,,,,
player,201312080nwe,cle,SkriBu00,offense,0,,,,,
player,201312080nwe,cle,SkriBu00,off_pct,0%,,,,,
player,201312080nwe,cle,SkriBu00,defense,83,,,,,
player,201312080nwe,cle,SkriBu00,def_pct,100%,,,,,
player,201312080nwe,cle,SkriBu00,special_teams,6,,,,,
player,201312080nwe,cle,SkriBu00,st_pct,19%,,,,,
player,201312080nwe,cle,JackDQ20,pos,LB,,,,,
player,201312080nwe,cle,JackDQ20,offense,0,,,,,
player,201312080nwe,cle,JackDQ20,off_pct,0%,,,,,
player,201312080nwe,cle,JackDQ20,defense,83,,,,,
player,201312080nwe,cle,JackDQ20,def_pct,100%,,,,,
player,201312080nwe,cle,JackDQ20,special_teams,4,,,,,
player,201312080nwe,cle,JackDQ20,st_pct,13%,,,,,
player,201312080nwe,cle,WardT.99,pos,SS,,,,,
player,201312080nwe,cle,WardT.99,offense,0,,,,,
player,201312080nwe,cle,WardT.99,off_pct,0%,,,,,
player,201312080nwe,cle,WardT.99,defense,83,,,,,
player,201312080nwe,cle,WardT.99,def_pct,100%,,,,,
player,201312080nwe,cle,WardT.99,special_teams,3,,,,,
player,201312080nwe,cle,WardT.99,st_pct,10%,,,,,
player,201312080nwe,cle,GipsTa00,pos,FS,,,,,
player,201312080nwe,cle,GipsTa00,offense,0,,,,,
player,201312080nwe,cle,GipsTa00,off_pct,0%,,,,,
player,201312080nwe,cle,GipsTa00,defense,83,,,,,
player,201312080nwe,cle,GipsTa00,def_pct,100%,,,,,
player,201312080nwe,cle,GipsTa00,special_teams,2,,,,,
player,201312080nwe,cle,GipsTa00,st_pct,6%,,,,,
player,201312080nwe,cle,KrugPa99,pos,LB,,,,,
player,201312080nwe,cle,KrugPa99,offense,0,,,,,
player,201312080nwe,cle,KrugPa99,off_pct,0%,,,,,
player,201312080nwe,cle,KrugPa99,defense,59,,,,,
player,201312080nwe,cle,KrugPa99,def_pct,71%,,,,,
player,201312080nwe,cle,KrugPa99,special_teams,3,,,,,
player,201312080nwe,cle,KrugPa99,st_pct,10%,,,,,
player,201312080nwe,cle,SheaJa00,pos,LB,,,,,
player,201312080nwe,cle,SheaJa00,offense,0,,,,,
player,201312080nwe,cle,SheaJa00,off_pct,0%,,,,,
player,201312080nwe,cle,SheaJa00,defense,58,,,,,
player,201312080nwe,cle,SheaJa00,def_pct,70%,,,,,
player,201312080nwe,cle,SheaJa00,special_teams,4,,,,,
player,201312080nwe,cle,SheaJa00,st_pct,13%,,,,,
player,201312080nwe,cle,McFaLe00,pos,CB,,,,,
player,201312080nwe,cle,McFaLe00,offense,0,,,,,
player,201312080nwe,cle,McFaLe00,off_pct,0%,,,,,
player,201312080nwe,cle,McFaLe00,defense,57,,,,,
player,201312080nwe,cle,McFaLe00,def_pct,69%,,,,,
player,201312080nwe,cle,McFaLe00,special_teams,15,,,,,
player,201312080nwe,cle,McFaLe00,st_pct,48%,,,,,
player,201312080nwe,cle,RubiAh99,pos,DE,,,,,
player,201312080nwe,cle,RubiAh99,offense,0,,,,,
player,201312080nwe,cle,RubiAh99,off_pct,0%,,,,,
player,201312080nwe,cle,RubiAh99,defense,56,,,,,
player,201312080nwe,cle,RubiAh99,def_pct,67%,,,,,
player,201312080nwe,cle,RubiAh99,special_teams,4,,,,,
player,201312080nwe,cle,RubiAh99,st_pct,13%,,,,,
player,201312080nwe,cle,MingBa00,pos,LB,,,,,
player,201312080nwe,cle,MingBa00,offense,0,,,,,
player,201312080nwe,cle,MingBa00,off_pct,0%,,,,,
player,201312080nwe,cle,MingBa00,defense,42,,,,,
player,201312080nwe,cle,MingBa00,def_pct,51%,,,,,
player,201312080nwe,cle,MingBa00,special_teams,14,,,,,
player,201312080nwe,cle,MingBa00,st_pct,45%,,,,,
player,201312080nwe,cle,RobeCr00,pos,LB,,,,,
player,201312080nwe,cle,RobeCr00,offense,0,,,,,
player,201312080nwe,cle,RobeCr00,off_pct,0%,,,,,
player,201312080nwe,cle,RobeCr00,defense,41,,,,,
player,201312080nwe,cle,RobeCr00,def_pct,49%,,,,,
player,201312080nwe,cle,RobeCr00,special_teams,3,,,,,
player,201312080nwe,cle,RobeCr00,st_pct,10%,,,,,
player,201312080nwe,cle,BryaAr00,pos,DE,,,,,
player,201312080nwe,cle,BryaAr00,offense,0,,,,,
player,201312080nwe,cle,BryaAr00,off_pct,0%,,,,,
player,201312080nwe,cle,BryaAr00,defense,40,,,,,
player,201312080nwe,cle,BryaAr00,def_pct,48%,,,,,
player,201312080nwe,cle,BryaAr00,special_teams,12,,,,,
player,201312080nwe,cle,BryaAr00,st_pct,39%,,,,,
player,201312080nwe,cle,WinnBi00,pos,DE,,,,,
player,201312080nwe,cle,WinnBi00,offense,0,,,,,
player,201312080nwe,cle,WinnBi00,off_pct,0%,,,,,
player,201312080nwe,cle,WinnBi00,defense,39,,,,,
player,201312080nwe,cle,WinnBi00,def_pct,47%,,,,,
player,201312080nwe,cle,WinnBi00,special_teams,8,,,,,
player,201312080nwe,cle,WinnBi00,st_pct,26%,,,,,
player,201312080nwe,cle,TaylPh00,pos,NT,,,,,
player,201312080nwe,cle,TaylPh00,offense,0,,,,,
player,201312080nwe,cle,TaylPh00,off_pct,0%,,,,,
player,201312080nwe,cle,TaylPh00,defense,27,,,,,
player,201312080nwe,cle,TaylPh00,def_pct,33%,,,,,
player,201312080nwe,cle,TaylPh00,special_teams,3,,,,,
player,201312080nwe,cle,TaylPh00,st_pct,10%,,,,,
player,201312080nwe,cle,PoyeJo00,pos,CB,,,,,
player,201312080nwe,cle,PoyeJo00,offense,0,,,,,
player,201312080nwe,cle,PoyeJo00,off_pct,0%,,,,,
player,201312080nwe,cle,PoyeJo00,defense,26,,,,,
player,201312080nwe,cle,PoyeJo00,def_pct,31%,,,,,
player,201312080nwe,cle,PoyeJo00,special_teams,21,,,,,
player,201312080nwe,cle,PoyeJo00,st_pct,68%,,,,,
player,201312080nwe,cle,HughJo00,pos,DE,,,,,
player,201312080nwe,cle,HughJo00,offense,0,,,,,
player,201312080nwe,cle,HughJo00,off_pct,0%,,,,,
player,201312080nwe,cle,HughJo00,defense,25,,,,,
player,201312080nwe,cle,HughJo00,def_pct,30%,,,,,
player,201312080nwe,cle,HughJo00,special_teams,0,,,,,
player,201312080nwe,cle,HughJo00,st_pct,0%,,,,,
player,201312080nwe,cle,PoseJu00,pos,DB,,,,,
player,201312080nwe,cle,PoseJu00,offense,0,,,,,
player,201312080nwe,cle,PoseJu00,off_pct,0%,,,,,
player,201312080nwe,cle,PoseJu00,defense,16,,,,,
player,201312080nwe,cle,PoseJu00,def_pct,19%,,,,,
player,201312080nwe,cle,PoseJu00,special_teams,21,,,,,
player,201312080nwe,cle,PoseJu00,st_pct,68%,,,,,
player,201312080nwe,cle,KitcIs00,pos,NT,,,,,
player,201312080nwe,cle,KitcIs00,offense,0,,,,,
player,201312080nwe,cle,KitcIs00,off_pct,0%,,,,,
player,201312080nwe,cle,KitcIs00,defense,6,,,,,
player,201312080nwe,cle,KitcIs00,def_pct,7%,,,,,
player,201312080nwe,cle,KitcIs00,special_teams,0,,,,,
player,201312080nwe,cle,KitcIs00,st_pct,0%,,,,,
player,201312080nwe,cle,MartEr02,pos,LB,,,,,
player,201312080nwe,cle,MartEr02,offense,0,,,,,
player,201312080nwe,cle,MartEr02,off_pct,0%,,,,,
player,201312080nwe,cle,MartEr02,defense,5,,,,,
player,201312080nwe,cle,MartEr02,def_pct,6%,,,,,
player,201312080nwe,cle,MartEr02,special_teams,21,,,,,
player,201312080nwe,cle,MartEr02,st_pct,68%,,,,,
player,201312080nwe,cle,HazePa00,pos,LB,,,,,
player,201312080nwe,cle,HazePa00,offense,0,,,,,
player,201312080nwe,cle,HazePa00,off_pct,0%,,,,,
player,201312080nwe,cle,HazePa00,defense,1,,,,,
player,201312080nwe,cle,HazePa00,def_pct,1%,,,,,
player,201312080nwe,cle,HazePa00,special_teams,6,,,,,
player,201312080nwe,cle,HazePa00,st_pct,19%,,,,,
player,201312080nwe,cle,BadeJo00,pos,FS,,,,,
player,201312080nwe,cle,BadeJo00,offense,0,,,,,
player,201312080nwe,cle,BadeJo00,off_pct,0%,,,,,
player,201312080nwe,cle,BadeJo00,defense,0,,,,,
player,201312080nwe,cle,BadeJo00,def_pct,0%,,,,,
player,201312080nwe,cle,BadeJo00,special_teams,22,,,,,
player,201312080nwe,cle,BadeJo00,st_pct,71%,,,,,
player,201312080nwe,cle,EubaDa00,pos,LB,,,,,
player,201312080nwe,cle,EubaDa00,offense,0,,,,,
player,201312080nwe,cle,EubaDa00,off_pct,0%,,,,,
player,201312080nwe,cle,EubaDa00,defense,0,,,,,
player,201312080nwe,cle,EubaDa00,def_pct,0%,,,,,
player,201312080nwe,cle,EubaDa00,special_teams,22,,,,,
player,201312080nwe,cle,EubaDa00,st_pct,71%,,,,,
player,201312080nwe,cle,CardTa00,pos,LB,,,,,
player,201312080nwe,cle,CardTa00,offense,0,,,,,
player,201312080nwe,cle,CardTa00,off_pct,0%,,,,,
player,201312080nwe,cle,CardTa00,defense,0,,,,,
player,201312080nwe,cle,CardTa00,def_pct,0%,,,,,
player,201312080nwe,cle,CardTa00,special_teams,21,,,,,
player,201312080nwe,cle,CardTa00,st_pct,68%,,,,,
player,201312080nwe,cle,LannSp00,pos,P,,,,,
player,201312080nwe,cle,LannSp00,offense,0,,,,,
player,201312080nwe,cle,LannSp00,off_pct,0%,,,,,
player,201312080nwe,cle,LannSp00,defense,0,,,,,
player,201312080nwe,cle,LannSp00,def_pct,0%,,,,,
player,201312080nwe,cle,LannSp00,special_teams,12,,,,,
player,201312080nwe,cle,LannSp00,st_pct,39%,,,,,
player,201312080nwe,cle,YounCh02,pos,LS,,,,,
player,201312080nwe,cle,YounCh02,offense,0,,,,,
player,201312080nwe,cle,YounCh02,off_pct,0%,,,,,
player,201312080nwe,cle,YounCh02,defense,0,,,,,
player,201312080nwe,cle,YounCh02,def_pct,0%,,,,,
player,201312080nwe,cle,YounCh02,special_teams,11,,,,,
player,201312080nwe,cle,YounCh02,st_pct,35%,,,,,
player,201312080nwe,cle,cundibil01,pos,K,,,,,
player,201312080nwe,cle,cundibil01,offense,0,,,,,
player,201312080nwe,cle,cundibil01,off_pct,0%,,,,,
player,201312080nwe,cle,cundibil01,defense,0,,,,,
player,201312080nwe,cle,cundibil01,def_pct,0%,,,,,
player,201312080nwe,cle,cundibil01,special_teams,10,,,,,
player,201312080nwe,cle,cundibil01,st_pct,32%,,,,,
