game,2013,9,20131103,201311030rai,phi,"Philadelphia Eagles",49,rai,"Oakland Raiders",20
player,201311030rai,rai,ReecMa00,def_pct,0%,,,,,
player,201311030rai,rai,ReecMa00,special_teams,0,,,,,
player,201311030rai,rai,ReecMa00,st_pct,0%,,,,,
player,201311030rai,rai,MastJe20,pos,TE,,,,,
player,201311030rai,rai,MastJe20,offense,32,,,,,
player,201311030rai,rai,MastJe20,off_pct,34%,,,,,
player,201311030rai,rai,MastJe20,defense,0,,,,,
player,201311030rai,rai,MastJe20,def_pct,0%,,,,,
player,201311030rai,rai,MastJe20,special_teams,19,,,,,
player,201311030rai,rai,MastJe20,st_pct,49%,,,,,
player,201311030rai,rai,MadyLa00,pos,G,,,,,
player,201311030rai,rai,MadyLa00,offense,27,,,,,
player,201311030rai,rai,MadyLa00,off_pct,28%,,,,,
player,201311030rai,rai,MadyLa00,defense,0,,,,,
player,201311030rai,rai,MadyLa00,def_pct,0%,,,,,
player,201311030rai,rai,MadyLa00,special_teams,4,,,,,
player,201311030rai,rai,MadyLa00,st_pct,10%,,,,,
player,201311030rai,rai,KasaNi00,pos,TE,,,,,
player,201311030rai,rai,KasaNi00,offense,21,,,,,
player,201311030rai,rai,KasaNi00,off_pct,22%,,,,,
player,201311030rai,rai,KasaNi00,defense,0,,,,,
player,201311030rai,rai,KasaNi00,def_pct,0%,,,,,
player,201311030rai,rai,KasaNi00,special_teams,0,,,,,
player,201311030rai,rai,KasaNi00,st_pct,0%,,,,,
player,201311030rai,rai,McGlMa01,pos,QB,,,,,
player,201311030rai,rai,McGlMa01,offense,20,,,,,
player,201311030rai,rai,McGlMa01,off_pct,21%,,,,,
player,201311030rai,rai,McGlMa01,defense,0,,,,,
player,201311030rai,rai,McGlMa01,def_pct,0%,,,,,
player,201311030rai,rai,McGlMa01,special_teams,0,,,,,
player,201311030rai,rai,McGlMa01,st_pct,0%,,,,,
player,201311030rai,rai,McFaDa00,pos,RB,,,,,
player,201311030rai,rai,McFaDa00,offense,17,,,,,
player,201311030rai,rai,McFaDa00,off_pct,18%,,,,,
player,201311030rai,rai,McFaDa00,defense,0,,,,,
player,201311030rai,rai,McFaDa00,def_pct,0%,,,,,
player,201311030rai,rai,McFaDa00,special_teams,0,,,,,
player,201311030rai,rai,McFaDa00,st_pct,0%,,,,,
player,201311030rai,rai,StewJe00,pos,RB,,,,,
player,201311030rai,rai,StewJe00,offense,6,,,,,
player,201311030rai,rai,StewJe00,off_pct,6%,,,,,
player,201311030rai,rai,StewJe00,defense,0,,,,,
player,201311030rai,rai,StewJe00,def_pct,0%,,,,,
player,201311030rai,rai,StewJe00,special_teams,28,,,,,
player,201311030rai,rai,StewJe00,st_pct,72%,,,,,
player,201311030rai,rai,OlawJa00,pos,FB,,,,,
player,201311030rai,rai,OlawJa00,offense,1,,,,,
player,201311030rai,rai,OlawJa00,off_pct,1%,,,,,
player,201311030rai,rai,OlawJa00,defense,0,,,,,
player,201311030rai,rai,OlawJa00,def_pct,0%,,,,,
player,201311030rai,rai,OlawJa00,special_teams,28,,,,,
player,201311030rai,rai,OlawJa00,st_pct,72%,,,,,
player,201311030rai,rai,RossBr00,pos,SS,,,,,
player,201311030rai,rai,RossBr00,offense,0,,,,,
player,201311030rai,rai,RossBr00,off_pct,0%,,,,,
player,201311030rai,rai,RossBr00,defense,59,,,,,
player,201311030rai,rai,RossBr00,def_pct,100%,,,,,
player,201311030rai,rai,RossBr00,special_teams,12,,,,,
player,201311030rai,rai,RossBr00,st_pct,31%,,,,,
player,201311030rai,rai,RoacNi99,pos,LB,,,,,
player,201311030rai,rai,RoacNi99,offense,0,,,,,
player,201311030rai,rai,RoacNi99,off_pct,0%,,,,,
player,201311030rai,rai,RoacNi99,defense,59,,,,,
player,201311030rai,rai,RoacNi99,def_pct,100%,,,,,
player,201311030rai,rai,RoacNi99,special_teams,7,,,,,
player,201311030rai,rai,RoacNi99,st_pct,18%,,,,,
player,201311030rai,rai,PortTr99,pos,CB,,,,,
player,201311030rai,rai,PortTr99,offense,0,,,,,
player,201311030rai,rai,PortTr99,off_pct,0%,,,,,
player,201311030rai,rai,PortTr99,defense,59,,,,,
player,201311030rai,rai,PortTr99,def_pct,100%,,,,,
player,201311030rai,rai,PortTr99,special_teams,7,,,,,
player,201311030rai,rai,PortTr99,st_pct,18%,,,,,
player,201311030rai,rai,BurnKe20,pos,LB,,,,,
player,201311030rai,rai,BurnKe20,offense,0,,,,,
player,201311030rai,rai,BurnKe20,off_pct,0%,,,,,
player,201311030rai,rai,BurnKe20,defense,59,,,,,
player,201311030rai,rai,BurnKe20,def_pct,100%,,,,,
player,201311030rai,rai,BurnKe20,special_teams,7,,,,,
player,201311030rai,rai,BurnKe20,st_pct,18%,,,,,
player,201311030rai,rai,WoodCh00,pos,FS,,,,,
player,201311030rai,rai,WoodCh00,offense,0,,,,,
player,201311030rai,rai,WoodCh00,off_pct,0%,,,,,
player,201311030rai,rai,WoodCh00,defense,59,,,,,
player,201311030rai,rai,WoodCh00,def_pct,100%,,,,,
player,201311030rai,rai,WoodCh00,special_teams,7,,,,,
player,201311030rai,rai,WoodCh00,st_pct,18%,,,,,
player,201311030rai,rai,JenkMi99,pos,CB,,,,,
player,201311030rai,rai,JenkMi99,offense,0,,,,,
player,201311030rai,rai,JenkMi99,off_pct,0%,,,,,
player,201311030rai,rai,JenkMi99,defense,59,,,,,
player,201311030rai,rai,JenkMi99,def_pct,100%,,,,,
player,201311030rai,rai,JenkMi99,special_teams,7,,,,,
player,201311030rai,rai,JenkMi99,st_pct,18%,,,,,
player,201311030rai,rai,HousLa99,pos,DE,,,,,
player,201311030rai,rai,HousLa99,offense,0,,,,,
player,201311030rai,rai,HousLa99,off_pct,0%,,,,,
player,201311030rai,rai,HousLa99,defense,48,,,,,
player,201311030rai,rai,HousLa99,def_pct,81%,,,,,
player,201311030rai,rai,HousLa99,special_teams,7,,,,,
player,201311030rai,rai,HousLa99,st_pct,18%,,,,,
player,201311030rai,rai,HuntJa24,pos,DE,,,,,
player,201311030rai,rai,HuntJa24,offense,0,,,,,
player,201311030rai,rai,HuntJa24,off_pct,0%,,,,,
player,201311030rai,rai,HuntJa24,defense,45,,,,,
player,201311030rai,rai,HuntJa24,def_pct,76%,,,,,
player,201311030rai,rai,HuntJa24,special_teams,7,,,,,
player,201311030rai,rai,HuntJa24,st_pct,18%,,,,,
player,201311030rai,rai,HaydDJ00,pos,CB,,,,,
player,201311030rai,rai,HaydDJ00,offense,0,,,,,
player,201311030rai,rai,HaydDJ00,off_pct,0%,,,,,
player,201311030rai,rai,HaydDJ00,defense,35,,,,,
player,201311030rai,rai,HaydDJ00,def_pct,59%,,,,,
player,201311030rai,rai,HaydDJ00,special_teams,12,,,,,
player,201311030rai,rai,HaydDJ00,st_pct,31%,,,,,
player,201311030rai,rai,MoorSi00,pos,LB,,,,,
player,201311030rai,rai,MoorSi00,offense,0,,,,,
player,201311030rai,rai,MoorSi00,off_pct,0%,,,,,
player,201311030rai,rai,MoorSi00,defense,32,,,,,
player,201311030rai,rai,MoorSi00,def_pct,54%,,,,,
player,201311030rai,rai,MoorSi00,special_teams,15,,,,,
player,201311030rai,rai,MoorSi00,st_pct,38%,,,,,
player,201311030rai,rai,WalkVa99,pos,DT,,,,,
player,201311030rai,rai,WalkVa99,offense,0,,,,,
player,201311030rai,rai,WalkVa99,off_pct,0%,,,,,
player,201311030rai,rai,WalkVa99,defense,32,,,,,
player,201311030rai,rai,WalkVa99,def_pct,54%,,,,,
player,201311030rai,rai,WalkVa99,special_teams,4,,,,,
player,201311030rai,rai,WalkVa99,st_pct,10%,,,,,
player,201311030rai,rai,SimsPa99,pos,NT,,,,,
player,201311030rai,rai,SimsPa99,offense,0,,,,,
player,201311030rai,rai,SimsPa99,off_pct,0%,,,,,
player,201311030rai,rai,SimsPa99,defense,30,,,,,
player,201311030rai,rai,SimsPa99,def_pct,51%,,,,,
player,201311030rai,rai,SimsPa99,special_teams,6,,,,,
player,201311030rai,rai,SimsPa99,st_pct,15%,,,,,
player,201311030rai,rai,MuirDa20,pos,DT,,,,,
player,201311030rai,rai,MuirDa20,offense,0,,,,,
player,201311030rai,rai,MuirDa20,off_pct,0%,,,,,
player,201311030rai,rai,MuirDa20,defense,29,,,,,
player,201311030rai,rai,MuirDa20,def_pct,49%,,,,,
player,201311030rai,rai,MuirDa20,special_teams,2,,,,,
player,201311030rai,rai,MuirDa20,st_pct,5%,,,,,
player,201311030rai,rai,McGeSt01,pos,NT,,,,,
player,201311030rai,rai,McGeSt01,offense,0,,,,,
player,201311030rai,rai,McGeSt01,off_pct,0%,,,,,
player,201311030rai,rai,McGeSt01,defense,26,,,,,
player,201311030rai,rai,McGeSt01,def_pct,44%,,,,,
player,201311030rai,rai,McGeSt01,special_teams,2,,,,,
player,201311030rai,rai,McGeSt01,st_pct,5%,,,,,
player,201311030rai,rai,CrawJa00,pos,DE,,,,,
player,201311030rai,rai,CrawJa00,offense,0,,,,,
player,201311030rai,rai,CrawJa00,off_pct,0%,,,,,
player,201311030rai,rai,CrawJa00,defense,11,,,,,
player,201311030rai,rai,CrawJa00,def_pct,19%,,,,,
player,201311030rai,rai,CrawJa00,special_teams,20,,,,,
player,201311030rai,rai,CrawJa00,st_pct,51%,,,,,
player,201311030rai,rai,AdamPh00,pos,CB,,,,,
player,201311030rai,rai,AdamPh00,offense,0,,,,,
player,201311030rai,rai,AdamPh00,off_pct,0%,,,,,
player,201311030rai,rai,AdamPh00,defense,6,,,,,
player,201311030rai,rai,AdamPh00,def_pct,10%,,,,,
player,201311030rai,rai,AdamPh00,special_teams,20,,,,,
player,201311030rai,rai,AdamPh00,st_pct,51%,,,,,
player,201311030rai,rai,YounUs99,pos,FS,,,,,
player,201311030rai,rai,YounUs99,offense,0,,,,,
player,201311030rai,rai,YounUs99,off_pct,0%,,,,,
player,201311030rai,rai,YounUs99,defense,1,,,,,
player,201311030rai,rai,YounUs99,def_pct,2%,,,,,
player,201311030rai,rai,YounUs99,special_teams,21,,,,,
player,201311030rai,rai,YounUs99,st_pct,54%,,,,,
player,201311030rai,rai,ChekCh00,pos,CB,,,,,
player,201311030rai,rai,ChekCh00,offense,0,,,,,
player,201311030rai,rai,ChekCh00,off_pct,0%,,,,,
player,201311030rai,rai,ChekCh00,defense,0,,,,,
player,201311030rai,rai,ChekCh00,def_pct,0%,,,,,
player,201311030rai,rai,ChekCh00,special_teams,28,,,,,
player,201311030rai,rai,ChekCh00,st_pct,72%,,,,,
player,201311030rai,rai,JoneTa00,pos,RB,,,,,
player,201311030rai,rai,JoneTa00,offense,0,,,,,
player,201311030rai,rai,JoneTa00,off_pct,0%,,,,,
player,201311030rai,rai,JoneTa00,defense,0,,,,,
player,201311030rai,rai,JoneTa00,def_pct,0%,,,,,
player,201311030rai,rai,JoneTa00,special_teams,28,,,,,
player,201311030rai,rai,JoneTa00,st_pct,72%,,,,,
player,201311030rai,rai,BurnKa00,pos,LB,,,,,
player,201311030rai,rai,BurnKa00,offense,0,,,,,
player,201311030rai,rai,BurnKa00,off_pct,0%,,,,,
player,201311030rai,rai,BurnKa00,defense,0,,,,,
player,201311030rai,rai,BurnKa00,def_pct,0%,,,,,
player,201311030rai,rai,BurnKa00,special_teams,26,,,,,
player,201311030rai,rai,BurnKa00,st_pct,67%,,,,,
player,201311030rai,rai,WilsMa01,pos,DE,,,,,
player,201311030rai,rai,WilsMa01,offense,0,,,,,
player,201311030rai,rai,WilsMa01,off_pct,0%,,,,,
player,201311030rai,rai,WilsMa01,defense,0,,,,,
player,201311030rai,rai,WilsMa01,def_pct,0%,,,,,
player,201311030rai,rai,WilsMa01,special_teams,15,,,,,
player,201311030rai,rai,WilsMa01,st_pct,38%,,,,,
player,201311030rai,rai,CondJo20,pos,LS,,,,,
player,201311030rai,rai,CondJo20,offense,0,,,,,
player,201311030rai,rai,CondJo20,off_pct,0%,,,,,
player,201311030rai,rai,CondJo20,defense,0,,,,,
player,201311030rai,rai,CondJo20,def_pct,0%,,,,,
player,201311030rai,rai,CondJo20,special_teams,12,,,,,
player,201311030rai,rai,CondJo20,st_pct,31%,,,,,
player,201311030rai,rai,KingMa00,pos,P,,,,,
player,201311030rai,rai,KingMa00,offense,0,,,,,
player,201311030rai,rai,KingMa00,off_pct,0%,,,,,
player,201311030rai,rai,KingMa00,defense,0,,,,,
player,201311030rai,rai,KingMa00,def_pct,0%,,,,,
player,201311030rai,rai,KingMa00,special_teams,12,,,,,
player,201311030rai,rai,KingMa00,st_pct,31%,,,,,
player,201311030rai,rai,janikseb01,pos,K,,,,,
player,201311030rai,rai,janikseb01,offense,0,,,,,
player,201311030rai,rai,janikseb01,off_pct,0%,,,,,
player,201311030rai,rai,janikseb01,defense,0,,,,,
player,201311030rai,rai,janikseb01,def_pct,0%,,,,,
player,201311030rai,rai,janikseb01,special_teams,9,,,,,
player,201311030rai,rai,janikseb01,st_pct,23%,,,,,
player,201311030rai,rai,MaiaKa99,pos,LB,,,,,
player,201311030rai,rai,MaiaKa99,offense,0,,,,,
player,201311030rai,rai,MaiaKa99,off_pct,0%,,,,,
player,201311030rai,rai,MaiaKa99,defense,0,,,,,
player,201311030rai,rai,MaiaKa99,def_pct,0%,,,,,
player,201311030rai,rai,MaiaKa99,special_teams,8,,,,,
player,201311030rai,rai,MaiaKa99,st_pct,21%,,,,,
player,201311030rai,phi,HerrTo20,pos,G,,,,,
player,201311030rai,phi,HerrTo20,offense,59,,,,,
player,201311030rai,phi,HerrTo20,off_pct,100%,,,,,
player,201311030rai,phi,HerrTo20,defense,0,,,,,
player,201311030rai,phi,HerrTo20,def_pct,0%,,,,,
player,201311030rai,phi,HerrTo20,special_teams,7,,,,,
player,201311030rai,phi,HerrTo20,st_pct,18%,,,,,
player,201311030rai,phi,JohnLa01,pos,T,,,,,
player,201311030rai,phi,JohnLa01,offense,59,,,,,
player,201311030rai,phi,JohnLa01,off_pct,100%,,,,,
player,201311030rai,phi,JohnLa01,defense,0,,,,,
player,201311030rai,phi,JohnLa01,def_pct,0%,,,,,
player,201311030rai,phi,JohnLa01,special_teams,7,,,,,
player,201311030rai,phi,JohnLa01,st_pct,18%,,,,,
player,201311030rai,phi,MathEv20,pos,G,,,,,
player,201311030rai,phi,MathEv20,offense,59,,,,,
player,201311030rai,phi,MathEv20,off_pct,100%,,,,,
player,201311030rai,phi,MathEv20,defense,0,,,,,
player,201311030rai,phi,MathEv20,def_pct,0%,,,,,
player,201311030rai,phi,MathEv20,special_teams,7,,,,,
player,201311030rai,phi,MathEv20,st_pct,18%,,,,,
player,201311030rai,phi,KelcJa00,pos,C,,,,,
player,201311030rai,phi,KelcJa00,offense,54,,,,,
player,201311030rai,phi,KelcJa00,off_pct,92%,,,,,
player,201311030rai,phi,KelcJa00,defense,0,,,,,
player,201311030rai,phi,KelcJa00,def_pct,0%,,,,,
player,201311030rai,phi,KelcJa00,special_teams,0,,,,,
player,201311030rai,phi,KelcJa00,st_pct,0%,,,,,
player,201311030rai,phi,FoleNi00,pos,QB,,,,,
player,201311030rai,phi,FoleNi00,offense,51,,,,,
player,201311030rai,phi,FoleNi00,off_pct,86%,,,,,
player,201311030rai,phi,FoleNi00,defense,0,,,,,
player,201311030rai,phi,FoleNi00,def_pct,0%,,,,,
player,201311030rai,phi,FoleNi00,special_teams,0,,,,,
player,201311030rai,phi,FoleNi00,st_pct,0%,,,,,
player,201311030rai,phi,McCoLe01,pos,RB,,,,,
player,201311030rai,phi,McCoLe01,offense,45,,,,,
player,201311030rai,phi,McCoLe01,off_pct,76%,,,,,
player,201311030rai,phi,McCoLe01,defense,0,,,,,
player,201311030rai,phi,McCoLe01,def_pct,0%,,,,,
player,201311030rai,phi,McCoLe01,special_teams,0,,,,,
player,201311030rai,phi,McCoLe01,st_pct,0%,,,,,
player,201311030rai,phi,JackDe00,pos,WR,,,,,
player,201311030rai,phi,JackDe00,offense,43,,,,,
player,201311030rai,phi,JackDe00,off_pct,73%,,,,,
player,201311030rai,phi,JackDe00,defense,0,,,,,
player,201311030rai,phi,JackDe00,def_pct,0%,,,,,
player,201311030rai,phi,JackDe00,special_teams,7,,,,,
player,201311030rai,phi,JackDe00,st_pct,18%,,,,,
player,201311030rai,phi,PeteJa21,pos,T,,,,,
player,201311030rai,phi,PeteJa21,offense,42,,,,,
player,201311030rai,phi,PeteJa21,off_pct,71%,,,,,
player,201311030rai,phi,PeteJa21,defense,0,,,,,
player,201311030rai,phi,PeteJa21,def_pct,0%,,,,,
player,201311030rai,phi,PeteJa21,special_teams,0,,,,,
player,201311030rai,phi,PeteJa21,st_pct,0%,,,,,
player,201311030rai,phi,CeleBr00,pos,TE,,,,,
player,201311030rai,phi,CeleBr00,offense,39,,,,,
player,201311030rai,phi,CeleBr00,off_pct,66%,,,,,
player,201311030rai,phi,CeleBr00,defense,0,,,,,
player,201311030rai,phi,CeleBr00,def_pct,0%,,,,,
player,201311030rai,phi,CeleBr00,special_teams,0,,,,,
player,201311030rai,phi,CeleBr00,st_pct,0%,,,,,
player,201311030rai,phi,CoopRi00,pos,WR,,,,,
player,201311030rai,phi,CoopRi00,offense,36,,,,,
player,201311030rai,phi,CoopRi00,off_pct,61%,,,,,
player,201311030rai,phi,CoopRi00,defense,0,,,,,
player,201311030rai,phi,CoopRi00,def_pct,0%,,,,,
player,201311030rai,phi,CoopRi00,special_teams,0,,,,,
player,201311030rai,phi,CoopRi00,st_pct,0%,,,,,
player,201311030rai,phi,ErtzZa00,pos,TE,,,,,
player,201311030rai,phi,ErtzZa00,offense,35,,,,,
player,201311030rai,phi,ErtzZa00,off_pct,59%,,,,,
player,201311030rai,phi,ErtzZa00,defense,0,,,,,
player,201311030rai,phi,ErtzZa00,def_pct,0%,,,,,
player,201311030rai,phi,ErtzZa00,special_teams,12,,,,,
player,201311030rai,phi,ErtzZa00,st_pct,31%,,,,,
player,201311030rai,phi,AvanJa00,pos,WR,,,,,
player,201311030rai,phi,AvanJa00,offense,29,,,,,
player,201311030rai,phi,AvanJa00,off_pct,49%,,,,,
player,201311030rai,phi,AvanJa00,defense,0,,,,,
player,201311030rai,phi,AvanJa00,def_pct,0%,,,,,
player,201311030rai,phi,AvanJa00,special_teams,1,,,,,
player,201311030rai,phi,AvanJa00,st_pct,3%,,,,,
player,201311030rai,phi,MaehJe00,pos,WR,,,,,
player,201311030rai,phi,MaehJe00,offense,21,,,,,
player,201311030rai,phi,MaehJe00,off_pct,36%,,,,,
player,201311030rai,phi,MaehJe00,defense,0,,,,,
player,201311030rai,phi,MaehJe00,def_pct,0%,,,,,
player,201311030rai,phi,MaehJe00,special_teams,9,,,,,
player,201311030rai,phi,MaehJe00,st_pct,23%,,,,,
player,201311030rai,phi,BarbAl20,pos,G,,,,,
player,201311030rai,phi,BarbAl20,offense,17,,,,,
player,201311030rai,phi,BarbAl20,off_pct,29%,,,,,
player,201311030rai,phi,BarbAl20,defense,0,,,,,
player,201311030rai,phi,BarbAl20,def_pct,0%,,,,,
player,201311030rai,phi,BarbAl20,special_teams,7,,,,,
player,201311030rai,phi,BarbAl20,st_pct,18%,,,,,
player,201311030rai,phi,CaseJa00,pos,TE,,,,,
player,201311030rai,phi,CaseJa00,offense,16,,,,,
player,201311030rai,phi,CaseJa00,off_pct,27%,,,,,
player,201311030rai,phi,CaseJa00,defense,0,,,,,
player,201311030rai,phi,CaseJa00,def_pct,0%,,,,,
player,201311030rai,phi,CaseJa00,special_teams,34,,,,,
player,201311030rai,phi,CaseJa00,st_pct,87%,,,,,
player,201311030rai,phi,JohnDa04,pos,WR,,,,,
player,201311030rai,phi,JohnDa04,offense,15,,,,,
player,201311030rai,phi,JohnDa04,off_pct,25%,,,,,
player,201311030rai,phi,JohnDa04,defense,0,,,,,
player,201311030rai,phi,JohnDa04,def_pct,0%,,,,,
player,201311030rai,phi,JohnDa04,special_teams,1,,,,,
player,201311030rai,phi,JohnDa04,st_pct,3%,,,,,
player,201311030rai,phi,BrowBr02,pos,RB,,,,,
player,201311030rai,phi,BrowBr02,offense,14,,,,,
player,201311030rai,phi,BrowBr02,off_pct,24%,,,,,
player,201311030rai,phi,BrowBr02,defense,0,,,,,
player,201311030rai,phi,BrowBr02,def_pct,0%,,,,,
player,201311030rai,phi,BrowBr02,special_teams,0,,,,,
player,201311030rai,phi,BrowBr02,st_pct,0%,,,,,
player,201311030rai,phi,BarkMa00,pos,QB,,,,,
player,201311030rai,phi,BarkMa00,offense,8,,,,,
player,201311030rai,phi,BarkMa00,off_pct,14%,,,,,
player,201311030rai,phi,BarkMa00,defense,0,,,,,
player,201311030rai,phi,BarkMa00,def_pct,0%,,,,,
player,201311030rai,phi,BarkMa00,special_teams,0,,,,,
player,201311030rai,phi,BarkMa00,st_pct,0%,,,,,
player,201311030rai,phi,VandJu00,pos,G,,,,,
player,201311030rai,phi,VandJu00,offense,5,,,,,
player,201311030rai,phi,VandJu00,off_pct,8%,,,,,
player,201311030rai,phi,VandJu00,defense,0,,,,,
player,201311030rai,phi,VandJu00,def_pct,0%,,,,,
player,201311030rai,phi,VandJu00,special_teams,7,,,,,
player,201311030rai,phi,VandJu00,st_pct,18%,,,,,
player,201311030rai,phi,PolkCh00,pos,RB,,,,,
player,201311030rai,phi,PolkCh00,offense,2,,,,,
player,201311030rai,phi,PolkCh00,off_pct,3%,,,,,
player,201311030rai,phi,PolkCh00,defense,0,,,,,
player,201311030rai,phi,PolkCh00,def_pct,0%,,,,,
player,201311030rai,phi,PolkCh00,special_teams,27,,,,,
player,201311030rai,phi,PolkCh00,st_pct,69%,,,,,
player,201311030rai,phi,BarwCo99,pos,LB,,,,,
player,201311030rai,phi,BarwCo99,offense,0,,,,,
player,201311030rai,phi,BarwCo99,off_pct,0%,,,,,
player,201311030rai,phi,BarwCo99,defense,79,,,,,
player,201311030rai,phi,BarwCo99,def_pct,83%,,,,,
player,201311030rai,phi,BarwCo99,special_teams,6,,,,,
player,201311030rai,phi,BarwCo99,st_pct,15%,,,,,
player,201311030rai,phi,FletBr99,pos,CB,,,,,
player,201311030rai,phi,FletBr99,offense,0,,,,,
player,201311030rai,phi,FletBr99,off_pct,0%,,,,,
player,201311030rai,phi,FletBr99,defense,75,,,,,
player,201311030rai,phi,FletBr99,def_pct,79%,,,,,
player,201311030rai,phi,FletBr99,special_teams,12,,,,,
player,201311030rai,phi,FletBr99,st_pct,31%,,,,,
player,201311030rai,phi,WillCa99,pos,CB,,,,,
player,201311030rai,phi,WillCa99,offense,0,,,,,
player,201311030rai,phi,WillCa99,off_pct,0%,,,,,
player,201311030rai,phi,WillCa99,defense,75,,,,,
player,201311030rai,phi,WillCa99,def_pct,79%,,,,,
player,201311030rai,phi,WillCa99,special_teams,1,,,,,
player,201311030rai,phi,WillCa99,st_pct,3%,,,,,
player,201311030rai,phi,RyanDe20,pos,LB,,,,,
player,201311030rai,phi,RyanDe20,offense,0,,,,,
player,201311030rai,phi,RyanDe20,off_pct,0%,,,,,
player,201311030rai,phi,RyanDe20,defense,75,,,,,
player,201311030rai,phi,RyanDe20,def_pct,79%,,,,,
player,201311030rai,phi,RyanDe20,special_teams,1,,,,,
player,201311030rai,phi,RyanDe20,st_pct,3%,,,,,
player,201311030rai,phi,KendMy00,pos,LB,,,,,
player,201311030rai,phi,KendMy00,offense,0,,,,,
player,201311030rai,phi,KendMy00,off_pct,0%,,,,,
player,201311030rai,phi,KendMy00,defense,72,,,,,
player,201311030rai,phi,KendMy00,def_pct,76%,,,,,
player,201311030rai,phi,KendMy00,special_teams,1,,,,,
player,201311030rai,phi,KendMy00,st_pct,3%,,,,,
player,201311030rai,phi,ColeTr20,pos,LB,,,,,
player,201311030rai,phi,ColeTr20,offense,0,,,,,
player,201311030rai,phi,ColeTr20,off_pct,0%,,,,,
player,201311030rai,phi,ColeTr20,defense,67,,,,,
player,201311030rai,phi,ColeTr20,def_pct,71%,,,,,
player,201311030rai,phi,ColeTr20,special_teams,6,,,,,
player,201311030rai,phi,ColeTr20,st_pct,15%,,,,,
player,201311030rai,phi,AlleNa99,pos,SS,,,,,
player,201311030rai,phi,AlleNa99,offense,0,,,,,
player,201311030rai,phi,AlleNa99,off_pct,0%,,,,,
player,201311030rai,phi,AlleNa99,defense,61,,,,,
player,201311030rai,phi,AlleNa99,def_pct,64%,,,,,
player,201311030rai,phi,AlleNa99,special_teams,12,,,,,
player,201311030rai,phi,AlleNa99,st_pct,31%,,,,,
player,201311030rai,phi,WolfEa00,pos,SS,,,,,
player,201311030rai,phi,WolfEa00,offense,0,,,,,
player,201311030rai,phi,WolfEa00,off_pct,0%,,,,,
player,201311030rai,phi,WolfEa00,defense,60,,,,,
player,201311030rai,phi,WolfEa00,def_pct,63%,,,,,
player,201311030rai,phi,WolfEa00,special_teams,5,,,,,
player,201311030rai,phi,WolfEa00,st_pct,13%,,,,,
player,201311030rai,phi,CoxxFl00,pos,DE,,,,,
player,201311030rai,phi,CoxxFl00,offense,0,,,,,
player,201311030rai,phi,CoxxFl00,off_pct,0%,,,,,
player,201311030rai,phi,CoxxFl00,defense,55,,,,,
player,201311030rai,phi,CoxxFl00,def_pct,58%,,,,,
player,201311030rai,phi,CoxxFl00,special_teams,4,,,,,
player,201311030rai,phi,CoxxFl00,st_pct,10%,,,,,
player,201311030rai,phi,BoykBr00,pos,CB,,,,,
player,201311030rai,phi,BoykBr00,offense,0,,,,,
player,201311030rai,phi,BoykBr00,off_pct,0%,,,,,
player,201311030rai,phi,BoykBr00,defense,54,,,,,
player,201311030rai,phi,BoykBr00,def_pct,57%,,,,,
player,201311030rai,phi,BoykBr00,special_teams,23,,,,,
player,201311030rai,phi,BoykBr00,st_pct,59%,,,,,
player,201311030rai,phi,ChunPa99,pos,FS,,,,,
player,201311030rai,phi,ChunPa99,offense,0,,,,,
player,201311030rai,phi,ChunPa99,off_pct,0%,,,,,
player,201311030rai,phi,ChunPa99,defense,51,,,,,
player,201311030rai,phi,ChunPa99,def_pct,54%,,,,,
player,201311030rai,phi,ChunPa99,special_teams,2,,,,,
player,201311030rai,phi,ChunPa99,st_pct,5%,,,,,
player,201311030rai,phi,LogaBe00,pos,NT,,,,,
player,201311030rai,phi,LogaBe00,offense,0,,,,,
player,201311030rai,phi,LogaBe00,off_pct,0%,,,,,
player,201311030rai,phi,LogaBe00,defense,39,,,,,
player,201311030rai,phi,LogaBe00,def_pct,41%,,,,,
player,201311030rai,phi,LogaBe00,special_teams,11,,,,,
player,201311030rai,phi,LogaBe00,st_pct,28%,,,,,
player,201311030rai,phi,ThorCe00,pos,DE,,,,,
player,201311030rai,phi,ThorCe00,offense,0,,,,,
player,201311030rai,phi,ThorCe00,off_pct,0%,,,,,
player,201311030rai,phi,ThorCe00,defense,38,,,,,
player,201311030rai,phi,ThorCe00,def_pct,40%,,,,,
player,201311030rai,phi,ThorCe00,special_teams,4,,,,,
player,201311030rai,phi,ThorCe00,st_pct,10%,,,,,
player,201311030rai,phi,GeatCl99,pos,DE,,,,,
player,201311030rai,phi,GeatCl99,offense,0,,,,,
player,201311030rai,phi,GeatCl99,off_pct,0%,,,,,
player,201311030rai,phi,GeatCl99,defense,34,,,,,
player,201311030rai,phi,GeatCl99,def_pct,36%,,,,,
player,201311030rai,phi,GeatCl99,special_teams,4,,,,,
player,201311030rai,phi,GeatCl99,st_pct,10%,,,,,
player,201311030rai,phi,CurrVi00,pos,DE,,,,,
player,201311030rai,phi,CurrVi00,offense,0,,,,,
player,201311030rai,phi,CurrVi00,off_pct,0%,,,,,
player,201311030rai,phi,CurrVi00,defense,34,,,,,
player,201311030rai,phi,CurrVi00,def_pct,36%,,,,,
player,201311030rai,phi,CurrVi00,special_teams,1,,,,,
player,201311030rai,phi,CurrVi00,st_pct,3%,,,,,
