game,2013,10,20131111,201311110tam,mia,"Miami Dolphins",19,tam,"Tampa Bay Buccaneers",22
player,201311110tam,mia,MattRi00,st_pct,0%,,,,,
player,201311110tam,mia,MillLa01,pos,RB,,,,,
player,201311110tam,mia,MillLa01,offense,43,,,,,
player,201311110tam,mia,MillLa01,off_pct,73%,,,,,
player,201311110tam,mia,MillLa01,defense,0,,,,,
player,201311110tam,mia,MillLa01,def_pct,0%,,,,,
player,201311110tam,mia,MillLa01,special_teams,0,,,,,
player,201311110tam,mia,MillLa01,st_pct,0%,,,,,
player,201311110tam,mia,ClayCh00,pos,TE,,,,,
player,201311110tam,mia,ClayCh00,offense,42,,,,,
player,201311110tam,mia,ClayCh00,off_pct,71%,,,,,
player,201311110tam,mia,ClayCh00,defense,0,,,,,
player,201311110tam,mia,ClayCh00,def_pct,0%,,,,,
player,201311110tam,mia,ClayCh00,special_teams,8,,,,,
player,201311110tam,mia,ClayCh00,st_pct,29%,,,,,
player,201311110tam,mia,EgneMi00,pos,TE,,,,,
player,201311110tam,mia,EgneMi00,offense,19,,,,,
player,201311110tam,mia,EgneMi00,off_pct,32%,,,,,
player,201311110tam,mia,EgneMi00,defense,0,,,,,
player,201311110tam,mia,EgneMi00,def_pct,0%,,,,,
player,201311110tam,mia,EgneMi00,special_teams,0,,,,,
player,201311110tam,mia,EgneMi00,st_pct,0%,,,,,
player,201311110tam,mia,SimsDi00,pos,TE,,,,,
player,201311110tam,mia,SimsDi00,offense,14,,,,,
player,201311110tam,mia,SimsDi00,off_pct,24%,,,,,
player,201311110tam,mia,SimsDi00,defense,0,,,,,
player,201311110tam,mia,SimsDi00,def_pct,0%,,,,,
player,201311110tam,mia,SimsDi00,special_teams,0,,,,,
player,201311110tam,mia,SimsDi00,st_pct,0%,,,,,
player,201311110tam,mia,ThomDa03,pos,RB,,,,,
player,201311110tam,mia,ThomDa03,offense,13,,,,,
player,201311110tam,mia,ThomDa03,off_pct,22%,,,,,
player,201311110tam,mia,ThomDa03,defense,0,,,,,
player,201311110tam,mia,ThomDa03,def_pct,0%,,,,,
player,201311110tam,mia,ThomDa03,special_teams,7,,,,,
player,201311110tam,mia,ThomDa03,st_pct,25%,,,,,
player,201311110tam,mia,YeatWi00,pos,T,,,,,
player,201311110tam,mia,YeatWi00,offense,6,,,,,
player,201311110tam,mia,YeatWi00,off_pct,10%,,,,,
player,201311110tam,mia,YeatWi00,defense,0,,,,,
player,201311110tam,mia,YeatWi00,def_pct,0%,,,,,
player,201311110tam,mia,YeatWi00,special_teams,8,,,,,
player,201311110tam,mia,YeatWi00,st_pct,29%,,,,,
player,201311110tam,mia,ThigMa00,pos,RB,,,,,
player,201311110tam,mia,ThigMa00,offense,3,,,,,
player,201311110tam,mia,ThigMa00,off_pct,5%,,,,,
player,201311110tam,mia,ThigMa00,defense,0,,,,,
player,201311110tam,mia,ThigMa00,def_pct,0%,,,,,
player,201311110tam,mia,ThigMa00,special_teams,10,,,,,
player,201311110tam,mia,ThigMa00,st_pct,36%,,,,,
player,201311110tam,mia,MoorMa02,pos,WR,,,,,
player,201311110tam,mia,MoorMa02,offense,2,,,,,
player,201311110tam,mia,MoorMa02,off_pct,3%,,,,,
player,201311110tam,mia,MoorMa02,defense,0,,,,,
player,201311110tam,mia,MoorMa02,def_pct,0%,,,,,
player,201311110tam,mia,MoorMa02,special_teams,21,,,,,
player,201311110tam,mia,MoorMa02,st_pct,75%,,,,,
player,201311110tam,mia,ClemCh97,pos,FS,,,,,
player,201311110tam,mia,ClemCh97,offense,0,,,,,
player,201311110tam,mia,ClemCh97,off_pct,0%,,,,,
player,201311110tam,mia,ClemCh97,defense,66,,,,,
player,201311110tam,mia,ClemCh97,def_pct,100%,,,,,
player,201311110tam,mia,ClemCh97,special_teams,9,,,,,
player,201311110tam,mia,ClemCh97,st_pct,32%,,,,,
player,201311110tam,mia,JoneRe99,pos,FS,,,,,
player,201311110tam,mia,JoneRe99,offense,0,,,,,
player,201311110tam,mia,JoneRe99,off_pct,0%,,,,,
player,201311110tam,mia,JoneRe99,defense,66,,,,,
player,201311110tam,mia,JoneRe99,def_pct,100%,,,,,
player,201311110tam,mia,JoneRe99,special_teams,0,,,,,
player,201311110tam,mia,JoneRe99,st_pct,0%,,,,,
player,201311110tam,mia,ElleDa99,pos,LB,,,,,
player,201311110tam,mia,ElleDa99,offense,0,,,,,
player,201311110tam,mia,ElleDa99,off_pct,0%,,,,,
player,201311110tam,mia,ElleDa99,defense,66,,,,,
player,201311110tam,mia,ElleDa99,def_pct,100%,,,,,
player,201311110tam,mia,ElleDa99,special_teams,0,,,,,
player,201311110tam,mia,ElleDa99,st_pct,0%,,,,,
player,201311110tam,mia,GrimBr20,pos,CB,,,,,
player,201311110tam,mia,GrimBr20,offense,0,,,,,
player,201311110tam,mia,GrimBr20,off_pct,0%,,,,,
player,201311110tam,mia,GrimBr20,defense,65,,,,,
player,201311110tam,mia,GrimBr20,def_pct,98%,,,,,
player,201311110tam,mia,GrimBr20,special_teams,0,,,,,
player,201311110tam,mia,GrimBr20,st_pct,0%,,,,,
player,201311110tam,mia,CarrNo00,pos,CB,,,,,
player,201311110tam,mia,CarrNo00,offense,0,,,,,
player,201311110tam,mia,CarrNo00,off_pct,0%,,,,,
player,201311110tam,mia,CarrNo00,defense,64,,,,,
player,201311110tam,mia,CarrNo00,def_pct,97%,,,,,
player,201311110tam,mia,CarrNo00,special_teams,9,,,,,
player,201311110tam,mia,CarrNo00,st_pct,32%,,,,,
player,201311110tam,mia,StarRa20,pos,DT,,,,,
player,201311110tam,mia,StarRa20,offense,0,,,,,
player,201311110tam,mia,StarRa20,off_pct,0%,,,,,
player,201311110tam,mia,StarRa20,defense,53,,,,,
player,201311110tam,mia,StarRa20,def_pct,80%,,,,,
player,201311110tam,mia,StarRa20,special_teams,4,,,,,
player,201311110tam,mia,StarRa20,st_pct,14%,,,,,
player,201311110tam,mia,WheePh99,pos,LB,,,,,
player,201311110tam,mia,WheePh99,offense,0,,,,,
player,201311110tam,mia,WheePh99,off_pct,0%,,,,,
player,201311110tam,mia,WheePh99,defense,48,,,,,
player,201311110tam,mia,WheePh99,def_pct,73%,,,,,
player,201311110tam,mia,WheePh99,special_teams,0,,,,,
player,201311110tam,mia,WheePh99,st_pct,0%,,,,,
player,201311110tam,mia,SoliPa99,pos,DT,,,,,
player,201311110tam,mia,SoliPa99,offense,0,,,,,
player,201311110tam,mia,SoliPa99,off_pct,0%,,,,,
player,201311110tam,mia,SoliPa99,defense,47,,,,,
player,201311110tam,mia,SoliPa99,def_pct,71%,,,,,
player,201311110tam,mia,SoliPa99,special_teams,7,,,,,
player,201311110tam,mia,SoliPa99,st_pct,25%,,,,,
player,201311110tam,mia,VernOl00,pos,DE,,,,,
player,201311110tam,mia,VernOl00,offense,0,,,,,
player,201311110tam,mia,VernOl00,off_pct,0%,,,,,
player,201311110tam,mia,VernOl00,defense,47,,,,,
player,201311110tam,mia,VernOl00,def_pct,71%,,,,,
player,201311110tam,mia,VernOl00,special_teams,4,,,,,
player,201311110tam,mia,VernOl00,st_pct,14%,,,,,
player,201311110tam,mia,TrusJa99,pos,LB,,,,,
player,201311110tam,mia,TrusJa99,offense,0,,,,,
player,201311110tam,mia,TrusJa99,off_pct,0%,,,,,
player,201311110tam,mia,TrusJa99,defense,44,,,,,
player,201311110tam,mia,TrusJa99,def_pct,67%,,,,,
player,201311110tam,mia,TrusJa99,special_teams,23,,,,,
player,201311110tam,mia,TrusJa99,st_pct,82%,,,,,
player,201311110tam,mia,OdriJa99,pos,DT,,,,,
player,201311110tam,mia,OdriJa99,offense,0,,,,,
player,201311110tam,mia,OdriJa99,off_pct,0%,,,,,
player,201311110tam,mia,OdriJa99,defense,44,,,,,
player,201311110tam,mia,OdriJa99,def_pct,67%,,,,,
player,201311110tam,mia,OdriJa99,special_teams,4,,,,,
player,201311110tam,mia,OdriJa99,st_pct,14%,,,,,
player,201311110tam,mia,WakeCa00,pos,DE,,,,,
player,201311110tam,mia,WakeCa00,offense,0,,,,,
player,201311110tam,mia,WakeCa00,off_pct,0%,,,,,
player,201311110tam,mia,WakeCa00,defense,43,,,,,
player,201311110tam,mia,WakeCa00,def_pct,65%,,,,,
player,201311110tam,mia,WakeCa00,special_teams,0,,,,,
player,201311110tam,mia,WakeCa00,st_pct,0%,,,,,
player,201311110tam,mia,ShelDe00,pos,DE,,,,,
player,201311110tam,mia,ShelDe00,offense,0,,,,,
player,201311110tam,mia,ShelDe00,off_pct,0%,,,,,
player,201311110tam,mia,ShelDe00,defense,25,,,,,
player,201311110tam,mia,ShelDe00,def_pct,38%,,,,,
player,201311110tam,mia,ShelDe00,special_teams,7,,,,,
player,201311110tam,mia,ShelDe00,st_pct,25%,,,,,
player,201311110tam,mia,WilsJi00,pos,FS,,,,,
player,201311110tam,mia,WilsJi00,offense,0,,,,,
player,201311110tam,mia,WilsJi00,off_pct,0%,,,,,
player,201311110tam,mia,WilsJi00,defense,23,,,,,
player,201311110tam,mia,WilsJi00,def_pct,35%,,,,,
player,201311110tam,mia,WilsJi00,special_teams,15,,,,,
player,201311110tam,mia,WilsJi00,st_pct,54%,,,,,
player,201311110tam,mia,FreeJo01,pos,LB,,,,,
player,201311110tam,mia,FreeJo01,offense,0,,,,,
player,201311110tam,mia,FreeJo01,off_pct,0%,,,,,
player,201311110tam,mia,FreeJo01,defense,9,,,,,
player,201311110tam,mia,FreeJo01,def_pct,14%,,,,,
player,201311110tam,mia,FreeJo01,special_teams,25,,,,,
player,201311110tam,mia,FreeJo01,st_pct,89%,,,,,
player,201311110tam,mia,JordDi00,pos,DE,,,,,
player,201311110tam,mia,JordDi00,offense,0,,,,,
player,201311110tam,mia,JordDi00,off_pct,0%,,,,,
player,201311110tam,mia,JordDi00,defense,9,,,,,
player,201311110tam,mia,JordDi00,def_pct,14%,,,,,
player,201311110tam,mia,JordDi00,special_teams,20,,,,,
player,201311110tam,mia,JordDi00,st_pct,71%,,,,,
player,201311110tam,mia,JenkJe00,pos,LB,,,,,
player,201311110tam,mia,JenkJe00,offense,0,,,,,
player,201311110tam,mia,JenkJe00,off_pct,0%,,,,,
player,201311110tam,mia,JenkJe00,defense,7,,,,,
player,201311110tam,mia,JenkJe00,def_pct,11%,,,,,
player,201311110tam,mia,JenkJe00,special_teams,0,,,,,
player,201311110tam,mia,JenkJe00,st_pct,0%,,,,,
player,201311110tam,mia,SpitAu99,pos,LB,,,,,
player,201311110tam,mia,SpitAu99,offense,0,,,,,
player,201311110tam,mia,SpitAu99,off_pct,0%,,,,,
player,201311110tam,mia,SpitAu99,defense,0,,,,,
player,201311110tam,mia,SpitAu99,def_pct,0%,,,,,
player,201311110tam,mia,SpitAu99,special_teams,21,,,,,
player,201311110tam,mia,SpitAu99,st_pct,75%,,,,,
player,201311110tam,mia,CampD.00,pos,SS,,,,,
player,201311110tam,mia,CampD.00,offense,0,,,,,
player,201311110tam,mia,CampD.00,off_pct,0%,,,,,
player,201311110tam,mia,CampD.00,defense,0,,,,,
player,201311110tam,mia,CampD.00,def_pct,0%,,,,,
player,201311110tam,mia,CampD.00,special_teams,20,,,,,
player,201311110tam,mia,CampD.00,st_pct,71%,,,,,
player,201311110tam,mia,StanR.00,pos,CB,,,,,
player,201311110tam,mia,StanR.00,offense,0,,,,,
player,201311110tam,mia,StanR.00,off_pct,0%,,,,,
player,201311110tam,mia,StanR.00,defense,0,,,,,
player,201311110tam,mia,StanR.00,def_pct,0%,,,,,
player,201311110tam,mia,StanR.00,special_teams,17,,,,,
player,201311110tam,mia,StanR.00,st_pct,61%,,,,,
player,201311110tam,mia,JoneDo02,pos,FS,,,,,
player,201311110tam,mia,JoneDo02,offense,0,,,,,
player,201311110tam,mia,JoneDo02,off_pct,0%,,,,,
player,201311110tam,mia,JoneDo02,defense,0,,,,,
player,201311110tam,mia,JoneDo02,def_pct,0%,,,,,
player,201311110tam,mia,JoneDo02,special_teams,16,,,,,
player,201311110tam,mia,JoneDo02,st_pct,57%,,,,,
player,201311110tam,mia,TaylJa01,pos,CB,,,,,
player,201311110tam,mia,TaylJa01,offense,0,,,,,
player,201311110tam,mia,TaylJa01,off_pct,0%,,,,,
player,201311110tam,mia,TaylJa01,defense,0,,,,,
player,201311110tam,mia,TaylJa01,def_pct,0%,,,,,
player,201311110tam,mia,TaylJa01,special_teams,11,,,,,
player,201311110tam,mia,TaylJa01,st_pct,39%,,,,,
player,201311110tam,mia,FielBr20,pos,P,,,,,
player,201311110tam,mia,FielBr20,offense,0,,,,,
player,201311110tam,mia,FielBr20,off_pct,0%,,,,,
player,201311110tam,mia,FielBr20,defense,0,,,,,
player,201311110tam,mia,FielBr20,def_pct,0%,,,,,
player,201311110tam,mia,FielBr20,special_teams,9,,,,,
player,201311110tam,mia,FielBr20,st_pct,32%,,,,,
player,201311110tam,mia,SturCa00,pos,K,,,,,
player,201311110tam,mia,SturCa00,offense,0,,,,,
player,201311110tam,mia,SturCa00,off_pct,0%,,,,,
player,201311110tam,mia,SturCa00,defense,0,,,,,
player,201311110tam,mia,SturCa00,def_pct,0%,,,,,
player,201311110tam,mia,SturCa00,special_teams,8,,,,,
player,201311110tam,mia,SturCa00,st_pct,29%,,,,,
player,201311110tam,mia,DennJo20,pos,LS,,,,,
player,201311110tam,mia,DennJo20,offense,0,,,,,
player,201311110tam,mia,DennJo20,off_pct,0%,,,,,
player,201311110tam,mia,DennJo20,defense,0,,,,,
player,201311110tam,mia,DennJo20,def_pct,0%,,,,,
player,201311110tam,mia,DennJo20,special_teams,8,,,,,
player,201311110tam,mia,DennJo20,st_pct,29%,,,,,
player,201311110tam,mia,AaitIs00,pos,NT,,,,,
player,201311110tam,mia,AaitIs00,offense,0,,,,,
player,201311110tam,mia,AaitIs00,off_pct,0%,,,,,
player,201311110tam,mia,AaitIs00,defense,0,,,,,
player,201311110tam,mia,AaitIs00,def_pct,0%,,,,,
player,201311110tam,mia,AaitIs00,special_teams,5,,,,,
player,201311110tam,mia,AaitIs00,st_pct,18%,,,,,
